id_cliente,tipo_cliente,edad_cliente,customer_country,customer_region,tenure,importe_medio_mensual,desviacion_estandar_mensual,media_transacciones_al_dia,numero_fraudes_ultimo_ano,id_cuenta,cuenta_origen,estado_cuenta,saldo_actual,saldo_medio_30_dias,volumen_entrante_30_dias,volumen_saliente_30_dias,numero_transferencias_recibidas_7_dias,numero_transferencias_enviadas_7_dias,id_tarjeta,estado_tarjeta,fecha_creacion_tarjeta,antiguedad_tarjeta_dias,limite_importe_transacciones,veces_superar_limite_7_dias,id_transaccion,tipo_transaccion,fecha_hora,is_night,is_weekend,tiempo_desde_ultima_transaccion,numero_transacciones_ultima_hora,importe_transaccion,metodo_autenticacion,numero_pin_disponibles,identificador_dispositivo_fingerprint,dispositivo_reconocido,operacion_pais,operacion_region,direccion_ip_origen,geolocalizacion,cuenta_destino,destino_alto_riesgo,IS_FRAUD,IMPACTO_FRAUDE
de2e3e6d-cf1,persona,70,FR,Bretaña,2029,181.61,966.92,0.6,1,ec663bba-c4f,ES512686961682,activa,43128.81,55951.52,45491.62,33324.61,3,3,67db4c9c-a2e,robada,2023-01-29,1209,3000,0,62b2bf86-32d,tarjeta,2026-05-03 16:05:52,0,1,3602410,0,190.88,huella,2,e050f1a3-d92c-4f,1,FR,Île-de-France,90.147.214.83,"45.7640,4.8357",ES651745304014,0,0,0
868e8561-b5c,autónomo,81,ES,Centro,715,174.14,692.45,0.92,1,4e6d11ef-76f,ES258739784420,activa,84.08,66.57,1200.53,53498.6,3,3,30b2ab2e-a1e,activa,2023-10-29,936,2000,1,bbb79f89-dfe,tarjeta,2025-12-18 07:39:17,0,0,0,0,143.11,3DS,1,b0d7c1da-e809-49,1,ES,Sur,86.181.57.19,"40.4168,-3.7038",ES218767773810,1,0,0
84a3d0cc-54b,premium,49,DE,Hamburgo,3169,595.8,787.67,2.02,1,a715fe1b-208,ES698629599813,activa,424.47,354.78,4084.43,330.57,1,1,976fab5e-218,activa,2024-10-02,597,500,0,c09a650e-f94,tarjeta,2026-01-05 20:37:42,0,0,42383,2,1139.81,PIN,1,6a5d0318-23f8-4a,1,DE,Hamburgo,87.199.52.10,"53.5511,9.9937",ES439850264768,0,0,0
16e12f2c-84e,premium,65,FR,Bretaña,2738,1134.98,559.5,7.16,1,c418b75e-28e,ES867785165749,bloqueada,3949.46,4178.07,27227.28,2168.84,6,2,bcb5742b-8a8,activa,2023-11-26,908,2000,0,21dee401-842,tarjeta,2025-12-12 18:14:22,0,0,47281,3,2876.98,3DS,2,e3c39a67-add8-49,1,US,Florida,73.123.135.81,"25.7617,-80.1918",ES624214554991,0,1,3
c36c230c-711,persona,78,ES,Este,3132,654.04,96.44,0.96,1,2faed783-bdf,ES475441993194,activa,203.39,202.61,2777.41,5377.99,2,3,e2ffec60-213,activa,2022-12-25,1244,2000,0,d4aba728-797,tarjeta,2026-03-11 21:31:32,0,0,55410,1,20.67,huella,2,a6beae2a-6c71-4b,1,ES,Este,86.119.70.20,"40.4168,-3.7038",ES117275144696,0,0,0
50034893-29f,persona,70,ES,Oeste,1438,919.19,115.67,4.48,0,ab0f24a8-9e9,ES699375183731,activa,549.53,386.97,1217.93,1125.96,1,1,f61cf94b-6df,activa,2021-09-20,1705,500,0,cda40eb7-ffe,transferencia,2026-04-12 15:31:25,0,1,47217,3,80.06,3DS,3,360f32f2-f514-4c,1,ES,Oeste,86.126.66.178,"40.4168,-3.7038",ES702461613711,0,0,0
752fc404-36b,persona,62,ES,Oeste,1660,26.32,1348.89,3.29,0,48c5c380-7d5,ES761241405321,activa,619.65,764.7,8779.0,2258.7,1,0,673827c4-518,activa,2021-11-16,1648,500,0,8e0b15b0-5c0,tarjeta,2026-02-26 03:55:26,1,0,9533,1,55.21,huella,2,d80fd8f2-e440-4c,0,ES,Oeste,86.122.251.51,"37.3891,-5.9845",ES462388908126,0,0,0
b03e6d8e-a0f,empresa,55,ES,Sur,120,21.84,150.71,1.02,0,9123f124-cec,ES848609559519,activa,630.09,742.35,230.24,182443.33,3,3,7670795a-0c9,activa,2025-11-24,179,500,0,1492316a-caf,transferencia,2026-05-21 04:23:28,1,0,2942479,5,32.3,3DS,1,363f3cad-6083-4b,1,ES,Sur,86.124.58.163,"39.4699,-0.3763",ES378760196868,0,0,0
e8873e95-794,premium,33,ES,Norte,1778,262.3,437.64,0.53,0,3b7d87ee-cb2,ES565272282326,activa,688.33,549.03,628.67,1374.53,4,0,09769444-6d9,activa,2022-10-17,1313,3000,0,6bf54848-84a,tarjeta,2025-12-14 10:49:56,0,1,45006,1,1203.02,PIN,2,bfeac4e7-8c63-4f,1,ES,Norte,86.133.210.174,"39.4699,-0.3763",ES565389942747,0,0,0
c5c710a4-f6c,premium,66,ES,Este,769,290.56,1962.58,3.65,0,e342d881-d2f,ES314323864653,activa,65.67,71.22,2170.53,3893.16,3,2,945e951a-c07,caducada,2022-08-27,1364,3000,0,f9fd428a-5a1,transferencia,2026-03-02 09:05:43,0,0,8387282,0,42.32,firma,1,50a9e0e1-fd84-4c,1,ES,Norte,86.255.112.152,"41.3874,2.1686",ES752237452333,1,0,0
f36f7c4f-17b,persona,28,ES,Este,3068,763.87,1420.52,6.51,0,d04ab3ff-eca,ES513818517746,activa,1284.79,1537.4,7842.61,2587.42,1,6,a0012556-981,activa,2022-10-28,1302,2000,0,0efb79f4-f47,transferencia,2026-03-30 00:04:23,1,0,16657,1,257.67,PIN,3,61654881-39d5-4b,1,ES,Este,86.18.196.21,"40.4168,-3.7038",ES568427243763,0,0,0
1da0a0c4-b4f,empresa,70,ES,Sur,2608,511.04,49.9,1.66,0,c25dcae0-265,ES302100803759,activa,213.01,153.44,7387.05,622.1,2,1,24cd309e-aaf,activa,2024-04-10,772,3000,2,6f7dbc05-13e,tarjeta,2026-04-30 23:55:52,1,0,5438954,2,16.71,firma,2,4fd71a74-6fbe-45,1,ES,Sur,86.117.9.63,"40.4168,-3.7038",ES271166791140,0,0,0
15592bd1-e64,persona,60,ES,Sur,2343,125.49,121.26,3.23,1,083e8eb3-596,ES673280362267,activa,6811.49,5223.96,11498.87,1808.94,1,3,33c4240f-6a3,caducada,2021-08-25,1731,2000,0,1d190bc0-1a0,tarjeta,2026-03-13 17:32:56,0,0,40340,3,1719.67,3DS,1,07d64df6-5b97-40,1,ES,Sur,86.99.25.105,"39.4699,-0.3763",ES543542918832,0,0,0
79322e61-830,persona,73,PT,Algarve,795,150.77,899.61,8.72,0,edf35228-596,ES937404492726,activa,12090.72,13230.73,2955.39,3316.47,5,2,e5afe32c-402,robada,2023-10-29,936,1000,0,b16c26e5-4c0,tarjeta,2026-04-20 12:53:55,0,0,21487,0,17.51,3DS,2,9532dd61-5988-46,1,PT,Algarve,85.33.248.253,"41.1579,-8.6291",ES911635487752,0,0,0
977594c9-9d1,autónomo,77,DE,Berlín,2278,99.46,137.27,7.25,0,d9a6cc25-923,ES139448215765,activa,850.83,618.1,1124.11,7497.91,4,1,9e4b4826-95a,activa,2023-08-22,1004,2000,0,d91d32cb-032,tarjeta,2026-05-20 21:57:38,0,0,63295,3,135.34,firma,2,d4f590be-8190-41,1,DE,Berlín,87.203.224.87,"48.1351,11.5820",ES354806320123,0,0,0
51ab2c92-041,persona,83,ES,Norte,2494,35.04,149.28,2.37,0,a5f3312e-70d,ES185144488154,activa,58.26,43.61,4934.26,1015.8,2,1,9a4e5de6-391,activa,2022-10-07,1323,2000,0,afd97f48-407,transferencia,2026-03-03 00:29:11,1,0,5738021,2,532.96,3DS,1,4d2bf050-69aa-4c,1,ES,Norte,86.210.97.163,"41.3874,2.1686",ES567862484923,0,0,0
e43069ae-823,empresa,34,PT,Algarve,2410,373.58,693.2,2.78,1,cfb42717-daa,ES897999774314,activa,3681.75,4565.26,132.3,512.49,2,1,52b5ff2a-53c,activa,2022-06-25,1427,3000,0,e13857c7-ef1,transferencia,2026-01-08 22:06:27,0,0,12452,0,7538.69,PIN,1,1f60bc8a-0827-42,1,PT,Algarve,85.221.50.230,"38.7223,-9.1393",ES526306529787,0,0,0
051d9938-708,empresa,41,ES,Sur,1070,430.2,152.36,4.87,0,67bdd834-bd6,ES988632528854,activa,43.79,48.92,29179.73,1537.28,4,0,b404d26b-884,caducada,2021-11-19,1645,500,0,43276144-58c,tarjeta,2026-02-25 10:13:36,0,0,58792,1,2029.22,PIN,3,cb28d46b-5e1a-4b,1,ES,Sur,86.243.98.18,"41.3874,2.1686",ES222242689181,0,0,0
4c81c695-4ff,persona,76,ES,Centro,3085,3231.98,2508.29,0.92,1,71d7a559-dc7,ES923566397949,bloqueada,1966.54,1582.41,2178.45,6922.39,3,2,d2824376-804,activa,2025-12-17,156,500,0,65c06c56-3c9,tarjeta,2026-05-11 18:58:04,0,0,11130868,3,15989.56,3DS,2,99c34c51-6505-44,0,ES,Centro,86.137.182.104,"37.3891,-5.9845",ES792395650281,1,0,0
f75066e0-84f,persona,36,GB,Escocia,652,674.67,274.37,0.92,0,825b212b-f98,ES803137932121,activa,160.05,164.6,23929.35,1845.46,4,0,94849536-5c7,activa,2025-01-29,478,500,0,0f2e5263-233,transferencia,2025-12-08 13:11:12,0,0,85795,0,573.67,PIN,2,68ac2c25-950d-4d,1,GB,Escocia,81.45.239.84,"51.5074,-0.1278",ES493055831051,0,0,0
0147d0aa-59e,autónomo,33,ES,Sur,2768,199.42,321.01,2.28,0,946ea8f7-cf2,ES542324110041,activa,1593.75,1306.61,154.09,7293.84,2,3,c77f564b-343,activa,2022-07-11,1411,2000,0,b822c7f0-128,tarjeta,2026-01-06 06:06:55,0,0,0,1,200.83,PIN,1,b7bd2ff6-38b2-44,0,ES,Sur,86.196.62.102,"39.4699,-0.3763",ES708204178485,0,0,0
e1842c70-3df,persona,46,FR,Normandía,473,164.15,209.45,12.45,0,bcc36d84-5dc,ES679916218437,activa,495.55,481.39,3485.19,3871.01,3,1,3bf29e4c-e6d,activa,2021-07-30,1757,2000,0,924e4a26-eac,transferencia,2026-03-17 11:58:00,0,0,81578,1,506.21,firma,2,07e282a9-4b92-45,1,FR,Normandía,90.142.242.20,"45.7640,4.8357",ES133624481061,0,0,0
0147d0aa-59e,autónomo,33,ES,Sur,2768,199.42,321.01,2.28,0,a9ca3a71-d8a,ES758388255798,activa,323.83,347.08,2002.69,3389.37,3,1,ab528e50-be1,activa,2023-06-01,1086,500,1,47ec6f2f-e36,tarjeta,2025-12-14 18:26:53,0,1,73483,4,615.85,3DS,2,c527197c-324c-4a,1,ES,Sur,86.81.200.238,"41.3874,2.1686",ES879603256069,0,1,2
e2c27e81-de8,persona,63,IT,Campania,243,586.64,214.62,2.31,0,c5e20f2e-f4e,ES229787900279,activa,2677.02,3322.4,4782.53,1351.69,1,3,ee4267f9-6d8,activa,2021-06-10,1807,3000,0,e8130f93-470,transferencia,2026-04-20 03:55:39,1,0,9855,3,25.83,firma,2,3cd80a20-ea02-41,1,IT,Campania,95.186.22.165,"40.8518,14.2681",ES598467351987,0,1,1
9a1fe08d-53a,empresa,29,ES,Oeste,387,244.51,416.78,4.05,0,be3fd544-a1c,ES458013497693,cerrada,909.74,1101.77,1851.04,26699.63,3,1,72d0ed1f-6db,activa,2023-07-19,1038,1000,0,6256f372-8f8,transferencia,2026-04-26 16:01:55,0,1,62562,3,543.1,firma,2,1e6b5dd9-3d8f-44,1,ES,Oeste,86.241.176.243,"41.3874,2.1686",ES872102347860,0,0,0
941112e5-fbd,premium,84,US,Nueva York,1541,58.7,152.28,0.62,0,d9145760-08a,ES724568221997,activa,70.16,63.16,576.46,4681.91,1,1,6781741d-e19,activa,2025-01-27,480,500,0,a4763bf3-3d8,transferencia,2026-01-20 21:11:41,0,0,0,3,49.83,3DS,1,5f6f7f14-3d90-4a,1,US,Nueva York,73.185.152.193,"34.0522,-118.2437",ES585800385316,0,0,0
efd55a72-e6d,empresa,83,ES,Sur,516,265.86,860.9,0.85,0,3291ca87-630,ES784365627973,activa,991.04,1258.61,2623.17,3406.96,3,0,5d7f4e4a-1cc,activa,2025-04-10,407,1000,2,8451d719-b54,tarjeta,2026-01-23 23:10:49,1,0,0,5,48.66,3DS,1,05a8129f-7513-45,1,ES,Sur,86.136.134.212,"41.3874,2.1686",ES379142626411,0,0,0
fa03f1ba-b99,persona,84,US,Florida,1074,1709.99,977.13,2.37,0,4dbab7fd-891,ES476832526683,activa,393.27,297.6,886.63,12167.14,3,5,709e2ff4-95a,activa,2026-04-04,48,1000,0,cd8867e8-323,transferencia,2026-05-01 15:33:19,0,0,74358,1,73.41,PIN,2,4d97d811-dbf3-47,0,GB,Gales,81.230.42.24,"51.5074,-0.1278",ES316047126733,0,0,0
27021c6d-522,empresa,72,ES,Este,3624,438.06,262.35,1.61,0,1660147e-1cb,ES542376883548,activa,1091.13,1159.12,4950.24,93510.61,5,1,239e7dbb-8cb,activa,2023-02-03,1204,2000,0,6321e476-84a,tarjeta,2026-03-14 11:45:16,0,1,56076,1,461.79,huella,2,9bd58a41-93ed-40,1,ES,Este,86.0.216.62,"39.4699,-0.3763",ES774830232060,1,0,0
df375d8f-d22,persona,40,FR,Bretaña,1385,1458.69,290.24,2.89,0,9f8960b5-d27,ES878264593862,cerrada,2572.13,3166.81,264.73,2274.01,2,2,871c060f-e63,activa,2026-03-08,75,1000,0,bf659e36-1c8,transferencia,2026-04-13 04:22:02,1,0,83976,3,128.22,PIN,3,8c5a7f9e-15d3-48,1,FR,Provence,90.121.199.48,"43.2965,5.3698",ES439850264768,0,0,0
092cffbc-494,persona,33,ES,Sur,3271,430.98,691.08,1.82,1,35f458c9-8fd,ES362890262644,activa,943.57,1054.01,6714.86,14633.42,6,2,d66b7504-31a,bloqueada,2025-04-10,407,2000,0,a8a17302-ce5,transferencia,2026-02-04 17:53:55,0,0,62840,2,19.82,PIN,2,25abe61f-1fc6-40,1,ES,Sur,86.238.122.23,"41.3874,2.1686",ES966045774148,0,1,1
678cf32a-9ed,persona,84,IT,Campania,2817,422.5,464.52,2.96,0,d7104525-2da,ES392205386781,activa,14510.69,13523.81,563.16,71090.94,2,2,280f4a7c-49f,activa,2023-02-22,1185,2000,2,3914799e-c47,transferencia,2026-04-26 12:05:27,0,1,22581,1,22.58,3DS,3,3abce660-b67f-43,1,IT,Campania,95.180.198.80,"40.8518,14.2681",ES717052900952,0,1,1
61788c1e-c68,empresa,56,ES,Este,1333,810.16,323.18,3.77,0,de57ea87-27a,ES596310145674,activa,2433.09,2269.21,12655.78,183.93,6,1,bb058105-693,robada,2023-05-26,1092,1000,0,66804b7a-f3b,tarjeta,2026-04-15 08:16:25,0,0,38510,3,47.65,PIN,2,61077fe2-38a8-48,1,ES,Este,86.137.139.104,"39.4699,-0.3763",ES225059313336,0,1,1
2eaeacd4-3e4,persona,74,DE,Hamburgo,779,384.27,71.55,6.23,0,37429770-395,ES115590508478,activa,4523.53,4849.8,24565.64,584.43,2,0,1fc63d12-f51,activa,2026-05-18,4,500,0,d1d96611-272,tarjeta,2026-04-14 11:41:49,0,0,12343,0,79.42,PIN,1,5d9311ab-3c4a-44,1,DE,Hamburgo,87.167.136.113,"52.5200,13.4050",ES751769144570,0,0,0
a59286d7-847,autónomo,61,US,Nueva York,2537,372.46,444.91,2.78,0,8d67e397-87e,ES799108369618,activa,500.6,390.04,317.88,861.48,2,3,2f6fa249-c57,extraviada,2023-10-23,942,2000,0,d14a5090-83d,tarjeta,2026-01-05 20:08:53,0,0,81963,2,5.59,firma,2,fa4e5f2d-78d7-40,1,US,Nueva York,73.198.9.164,"29.7604,-95.3698",ES125004244937,0,0,0
733d3f3d-fe0,persona,29,GB,Gales,778,167.24,890.03,3.24,0,a4f17331-d03,ES456099105911,activa,1702.3,1690.19,2619.66,314.08,9,0,eb0b58d2-2b7,activa,2022-04-10,1503,3000,1,c3d6c525-2fa,tarjeta,2026-05-21 16:20:36,0,0,43777,3,281.43,PIN,2,f2a29e2e-12c7-4b,0,GB,Gales,81.8.173.20,"51.5074,-0.1278",ES167296858822,1,0,0
9d744112-5f7,empresa,23,ES,Este,3008,235.49,755.65,3.01,0,235d8c65-a4a,ES317288204146,activa,1018.98,1034.62,7965.41,7149.81,5,2,34800896-2fe,caducada,2024-05-23,729,3000,0,56af285f-e18,transferencia,2026-02-11 03:18:33,1,0,0,1,31.02,firma,1,5bcc1990-3f77-45,1,ES,Este,86.166.140.92,"39.4699,-0.3763",ES609767885449,1,1,1
4f99e14f-992,persona,77,DE,Berlín,170,579.85,4.05,9.1,0,fa4d76e8-982,ES131499132543,activa,2113.85,1900.6,7352.78,990.07,2,0,5e1d4b2e-d0f,activa,2022-12-02,1267,2000,1,667f7c63-c03,transferencia,2026-01-02 08:35:22,0,0,0,2,40.18,3DS,2,b3708e3b-1147-45,1,DE,Berlín,87.221.191.200,"52.5200,13.4050",ES943850576177,1,0,0
b2cdd49d-539,persona,54,DE,Baviera,3518,87.85,247.77,5.19,0,774cf04a-117,ES762171726925,activa,2765.12,2903.07,4874.32,5671.73,6,0,fa8c1615-549,activa,2024-08-22,638,1000,1,77f4e157-af8,transferencia,2025-12-19 00:58:50,1,0,0,3,216.57,PIN,2,433fc024-447a-47,1,DE,Hesse,87.138.65.114,"52.5200,13.4050",ES583419829045,0,0,0
049cdf1e-122,persona,70,ES,Este,3110,68.42,74.99,5.24,0,029cb482-ec9,ES461315576667,activa,276.71,233.6,33762.39,59282.84,8,2,46632131-3d3,caducada,2023-08-24,1002,2000,0,6d79620e-97f,tarjeta,2025-12-11 18:23:10,0,0,49771,2,125.96,3DS,3,c280ea7b-77cc-4f,1,ES,Centro,86.1.48.85,"40.4168,-3.7038",ES974312688787,0,0,0
fa03f1ba-b99,persona,84,US,Florida,1074,1709.99,977.13,2.37,0,edacb283-f38,ES282015715796,activa,1469.55,1129.06,12377.84,5178.52,5,1,9234e051-1e6,activa,2024-06-11,710,2000,0,99d3d8b9-757,tarjeta,2025-12-25 00:52:29,1,0,0,2,462.61,firma,2,9057173c-1cf4-43,1,US,Florida,73.147.231.103,"25.7617,-80.1918",ES209923635511,0,0,0
3b81cc61-92d,persona,46,ES,Centro,2627,554.16,57.81,1.09,0,429f7661-bf0,ES528208617070,activa,1456.71,1130.16,1785.18,81653.46,0,5,6394198d-1a7,bloqueada,2022-05-23,1460,2000,1,97efbdab-dd5,tarjeta,2026-01-01 14:24:55,0,0,15243,3,246.7,PIN,3,97d03ed6-f7e9-47,1,ES,Centro,86.176.78.241,"40.4168,-3.7038",ES714958794541,0,0,0
10ecd958-f31,persona,43,BR,Río,1524,480.23,211.09,1.8,0,38fc33f7-139,ES288038910219,activa,520.61,466.26,50200.15,445.25,0,2,e3e89d66-680,activa,2023-07-01,1056,2000,1,6eb9f3e4-105,tarjeta,2026-01-13 08:04:48,0,0,28143,3,269.93,PIN,2,d1f1d448-a39e-4b,1,BR,Río,177.195.164.140,"-23.5505,-46.6333",ES843167762736,0,0,0
a3f75e03-405,autónomo,41,DE,Berlín,3144,167.84,917.83,5.86,0,5d09632f-4e3,ES656613664192,activa,2106.94,2328.61,3903.72,10456.48,5,2,70c47f76-dd0,activa,2023-05-08,1110,3000,1,024fb2d2-bbf,tarjeta,2026-02-14 08:42:02,0,1,0,2,235.96,3DS,1,62971868-5b46-41,1,DE,Berlín,87.31.67.54,"48.1351,11.5820",ES901880317676,0,0,0
7e3b9ad1-80b,premium,18,IT,Lazio,480,148.66,141.75,1.6,0,4a752534-528,ES959268299118,activa,708.79,760.57,845.3,985.76,0,1,3e17fa49-b4e,activa,2025-11-20,183,2000,1,39b8375e-592,tarjeta,2026-02-08 07:45:53,0,1,43806,0,94.62,firma,0,b4240c7b-12b9-44,1,IT,Lazio,95.120.21.119,"45.4642,9.1900",ES692719857655,0,0,0
4621f657-b2c,persona,35,ES,Centro,3149,359.2,649.06,22.42,0,575a90af-012,ES727563535936,activa,1913.64,1399.76,2427.68,53152.72,2,1,ab048a89-891,activa,2023-11-07,927,1000,0,943d8ae4-5c4,tarjeta,2026-01-09 09:44:54,0,0,16552,4,738.7,PIN,1,764105f3-8833-41,1,ES,Centro,86.89.170.46,"39.4699,-0.3763",ES151969761524,0,0,0
de091b4f-ca7,persona,69,DE,Berlín,2930,51.51,403.53,4.44,0,70919605-2d3,ES864956484017,activa,3310.98,2647.3,2775.44,3479.29,3,3,7efa16ba-19a,activa,2024-11-01,567,500,0,c928b4fa-a7c,tarjeta,2026-05-07 14:00:07,0,0,76912,4,855.0,PIN,2,d0d309b6-b57a-44,1,DE,Baviera,87.63.35.34,"53.5511,9.9937",ES454332691488,0,0,0
fd63bf1f-1fc,persona,76,ES,Centro,784,519.56,453.4,7.93,2,2c39226f-979,ES573456408486,cerrada,1111.78,1156.61,17605.36,1134.25,2,5,66f6b257-770,activa,2024-06-27,694,3000,0,b277e58d-2ca,tarjeta,2026-03-15 11:46:38,0,1,9646516,3,212.06,huella,2,49cb39ca-46d3-43,1,ES,Oeste,86.92.33.92,"37.3891,-5.9845",ES136826985223,0,0,0
788afc57-e6c,persona,47,FR,Bretaña,1956,855.64,144.16,5.42,0,ea2c4c86-9f0,ES211292572651,activa,2186.77,2765.6,271.64,5862.62,3,3,2affc071-e07,extraviada,2021-11-03,1661,1000,0,862c2659-6ca,tarjeta,2025-12-01 21:13:41,0,0,20948,3,49.23,firma,3,37d76696-e5db-47,0,FR,Bretaña,90.164.168.155,"43.2965,5.3698",ES686532499796,0,1,1
eab716f7-ac0,persona,56,GB,Inglaterra,2892,2025.58,541.86,0.96,1,4b44cd43-d1c,ES633238760089,activa,5522.13,7091.63,6505.51,8535.46,2,2,ee874a96-01c,bloqueada,2022-11-05,1294,500,2,068277b9-56c,transferencia,2026-02-24 05:50:00,1,0,27971,2,74.01,PIN,2,fd24d6de-8321-48,0,GB,Inglaterra,81.133.72.149,"55.9533,-3.1883",ES864512228314,0,1,1
87ebe808-0ab,empresa,53,IT,Toscana,3436,161.8,101.82,0.68,1,23872625-94e,ES415425422498,suspendida,375.89,333.84,8605.13,2258.58,2,1,220a7942-215,activa,2022-09-08,1352,3000,0,39d52bd3-eae,transferencia,2026-03-04 14:44:49,0,0,2997210,2,420.54,firma,1,729f4ef7-df13-40,0,IT,Toscana,95.231.132.46,"45.4642,9.1900",ES672484356065,0,0,0
4c4a8a9e-757,empresa,75,ES,Centro,930,202.01,504.29,0.63,0,b5df154b-e3c,ES885214569113,activa,2204.27,2329.23,8087.93,1080.83,2,2,32952e7e-798,activa,2024-08-17,643,2000,2,a666d5d7-1ec,tarjeta,2026-02-01 18:50:55,0,1,46869,2,25.6,PIN,1,17178098-5747-46,1,ES,Oeste,86.148.6.222,"41.3874,2.1686",ES609767885449,1,1,1
737584f4-09a,premium,44,ES,Sur,72,2015.36,613.16,3.32,0,8165af0b-5b6,ES754498948710,suspendida,68.77,72.38,221.07,1441.06,3,0,a2d9d3de-17c,activa,2024-06-07,714,1000,1,1d441029-a94,transferencia,2026-04-05 21:03:06,0,1,55595,4,20.62,3DS,2,bc25bd82-61b4-43,1,ES,Sur,86.25.125.97,"39.4699,-0.3763",ES555430982420,0,0,0
c2e3a146-d62,persona,28,BR,Minas Gerais,3219,458.82,292.36,9.42,0,60c0e2b0-a68,ES912643669821,activa,5347.81,5609.23,624.9,152.07,1,2,4bf1d204-7b8,activa,2021-10-18,1677,3000,1,1ad65a4a-1a5,transferencia,2025-12-12 23:02:05,1,0,16926,1,6150.3,PIN,2,2d74c722-655e-48,1,BR,Minas Gerais,177.167.226.90,"-19.9167,-43.9345",ES461983100038,0,1,3
fdbee5d7-4f3,autónomo,31,ES,Este,1600,63.3,323.19,4.01,1,4021f750-3cb,ES628639127474,activa,1723.16,1733.27,7755.4,2855.04,2,5,2b15377e-daa,caducada,2024-06-04,717,5000,0,d87eaffd-7d9,transferencia,2026-01-21 11:32:49,0,0,78886,2,31.91,3DS,3,6e8d6f8f-5148-46,1,ES,Este,86.58.156.252,"39.4699,-0.3763",ES921086814333,1,0,0
53337a82-6c5,premium,72,DE,Hamburgo,2679,172.97,363.66,1.22,0,dc8fd290-406,ES664064118876,bloqueada,702.19,686.94,9367.83,1686.29,2,1,5447293d-a76,activa,2023-01-11,1227,2000,1,cb448df8-e2a,tarjeta,2026-03-06 23:57:11,1,0,7485016,1,380.61,3DS,2,826ab28d-8342-4c,1,DE,Hamburgo,87.49.136.239,"52.5200,13.4050",ES327884458697,0,0,0
ce468c40-0f1,persona,34,ES,Norte,2808,183.66,1400.58,0.51,0,5a05c977-554,ES613730978146,activa,2651.32,2857.14,322.75,1438.64,5,1,088e19ed-ffd,robada,2022-09-08,1352,1000,0,1bc36ba6-390,transferencia,2026-02-11 07:33:39,0,0,5520504,4,493.38,3DS,3,9dd1f78f-7924-42,1,ES,Norte,86.160.6.234,"37.3891,-5.9845",ES375036274528,0,0,0
7124e9bb-4fb,empresa,21,ES,Norte,1678,82.68,1485.47,0.69,0,9142d6f1-654,ES309524713347,activa,670.43,756.52,1522.39,2083.95,2,2,a227d836-fa4,activa,2021-11-07,1657,2000,0,16a53d01-8cc,tarjeta,2026-02-21 05:34:39,1,1,261244,1,196.7,contactless,1,fe873823-7395-47,1,ES,Norte,86.35.93.175,"39.4699,-0.3763",ES538062670125,0,0,0
1b0dd9ce-967,persona,84,ES,Centro,488,540.63,1385.32,3.27,0,485a6e4e-3b2,ES271789519424,activa,18068.74,14709.36,843.52,61.25,1,4,28f4ef03-1ba,activa,2023-10-27,938,1000,1,48e34c5b-5f8,tarjeta,2026-04-02 14:23:19,0,0,58151,2,252.17,PIN,3,bca548a1-1da5-49,1,ES,Este,86.112.1.66,"41.3874,2.1686",ES463945986722,0,0,0
742a3075-d7c,persona,78,FR,Bretaña,870,22.97,1088.49,1.42,0,42b10d57-2ec,ES728284110886,cerrada,3096.92,2993.42,534.98,1862.12,1,1,a41adb76-598,activa,2025-11-29,174,500,1,c6854d80-b73,tarjeta,2026-01-07 20:39:20,0,0,27056,1,1387.46,3DS,2,e002a029-c0c3-4a,0,FR,Bretaña,90.214.231.195,"43.2965,5.3698",ES218351195167,0,0,0
2d7c4a4e-dbd,premium,23,ES,Este,294,1169.99,156.57,1.88,0,d9de3667-5d3,ES578824307542,activa,435.94,351.17,517.19,72040.29,1,0,2bfed0be-502,activa,2022-04-21,1492,1000,1,1309b2b3-9af,tarjeta,2026-01-13 22:55:48,0,0,0,4,14.75,3DS,3,913e0248-ab16-4d,1,ES,Este,86.242.153.12,"40.4168,-3.7038",ES228148874840,0,0,0
a59286d7-847,autónomo,61,US,Nueva York,2537,372.46,444.91,2.78,0,8d67e397-87e,ES799108369618,activa,500.6,390.04,317.88,861.48,2,3,2f6fa249-c57,extraviada,2023-10-23,942,2000,0,68efb776-9fd,transferencia,2026-05-10 19:03:15,0,1,10796062,3,307.5,PIN,2,44e3379f-f331-4d,1,US,Nueva York,73.139.67.104,"25.7617,-80.1918",ES637068597644,0,0,0
b9b7fc88-18a,persona,62,ES,Este,2545,374.6,801.49,1.21,0,963c58ba-926,ES493293601727,activa,254.72,188.19,15474.84,761.26,5,1,2d2f2e19-708,activa,2022-07-15,1407,1000,0,b1cf2d2e-f94,transferencia,2026-04-22 07:34:30,0,0,23160,4,142.6,3DS,2,e0a22e53-05d0-45,1,ES,Este,86.250.131.164,"40.4168,-3.7038",ES651745304014,0,0,0
45941fbd-f62,empresa,37,DE,Hesse,1332,315.12,36.84,1.21,0,effca171-261,ES749519258851,suspendida,151.26,187.76,42449.32,5321.78,5,1,ca5fdd62-443,activa,2023-05-05,1113,1000,0,942950a8-76e,tarjeta,2026-05-21 23:12:15,1,0,2503057,1,2646.66,3DS,1,ae366293-dacd-46,1,DE,Hesse,87.228.2.224,"53.5511,9.9937",ES306178570129,0,0,0
