id_cliente,tipo_cliente,edad_cliente,customer_country,customer_region,tenure,importe_medio_mensual,desviacion_estandar_mensual,media_transacciones_al_dia,numero_fraudes_ultimo_ano,id_cuenta,cuenta_origen,estado_cuenta,saldo_actual,saldo_medio_30_dias,volumen_entrante_30_dias,volumen_saliente_30_dias,numero_transferencias_recibidas_7_dias,numero_transferencias_enviadas_7_dias,id_tarjeta,estado_tarjeta,fecha_creacion_tarjeta,antiguedad_tarjeta_dias,limite_importe_transacciones,veces_superar_limite_7_dias,id_transaccion,tipo_transaccion,fecha_hora,is_night,is_weekend,tiempo_desde_ultima_transaccion,numero_transacciones_ultima_hora,importe_transaccion,metodo_autenticacion,numero_pin_disponibles,identificador_dispositivo_fingerprint,dispositivo_reconocido,operacion_pais,operacion_region,direccion_ip_origen,geolocalizacion,cuenta_destino,destino_alto_riesgo
77e04840-4c5,autónomo,57,ES,Centro,2271,399.44,362.92,7.61,1,9681c09c-60f,ES277381781279,activa,169.99,178.46,1589.41,1766.69,4,5,1119ee3d-347,activa,2025-09-12,252,500,0,6d75e962-0d1,tarjeta,2025-12-11 14:55:06,0,0,0,4,40.85,3DS,3,5a79b327-7fb5-40,0,ES,Centro,86.24.95.37,"40.4168,-3.7038",ES218351195167,0
d1acf290-cf8,persona,66,ES,Norte,1107,6198.0,985.32,2.8,0,8bf8dc4a-2df,ES561213672362,activa,306.27,322.32,1638.79,24913.03,4,1,3b80c9a9-6a9,activa,2022-07-12,1410,2000,0,1ae75781-d6b,transferencia,2026-05-02 13:11:36,0,1,1209190,6,136.14,3DS,3,215e8585-9330-45,1,ES,Norte,86.207.34.144,"41.3874,2.1686",ES522945627175,0
66eca4e0-717,persona,78,FR,Provence,2134,128.61,54.02,4.51,0,ffdd5d86-071,ES224819834419,bloqueada,4967.49,4403.92,4569.43,2881.57,2,1,b76f6059-00a,activa,2025-09-09,255,500,0,30de7320-772,tarjeta,2026-01-22 20:23:41,0,0,3749401,3,2357.2,contactless,2,6f4d6609-d914-43,1,FR,Normandía,90.42.34.231,"43.2965,5.3698",ES607163909584,0
8274cd6a-0a1,autónomo,65,IT,Lombardía,324,235.03,185.36,2.71,0,a08a24e7-b5e,ES595479914615,activa,4151.0,3900.32,1340.54,12445.69,3,2,d03e3860-a02,activa,2024-12-27,511,3000,0,40475d99-b0e,tarjeta,2025-12-20 21:14:33,0,1,60613,5,15.12,3DS,1,494d5c2b-1cd8-4b,1,ES,Centro,86.97.239.63,"41.3874,2.1686",ES937927498381,0
6fa80e8f-839,persona,46,BR,Río,1547,305.65,142.7,13.77,0,b9e579fe-062,ES208066338949,activa,1432.42,1379.05,692.41,9534.7,3,2,28812e65-41d,activa,2025-08-07,288,1000,0,208eb681-af6,transferencia,2025-11-26 15:09:42,0,0,69977,2,80.95,huella,2,536f81e9-2690-4c,1,BR,Río,177.60.255.137,"-19.9167,-43.9345",ES146581633627,0
0de7c309-0a6,empresa,68,ES,Sur,1706,879.4,32.96,1.97,0,ed4cb668-f49,ES742751596126,suspendida,1247.99,1006.85,7831.67,2684.9,1,1,2329d852-140,activa,2024-08-14,646,500,0,31f96324-c60,transferencia,2025-12-06 18:22:44,0,1,22858,1,928.54,PIN,2,2db0c367-27d3-48,1,ES,Sur,86.187.248.103,"37.3891,-5.9845",ES345473413046,1
7b6f1812-8d2,premium,20,ES,Norte,2322,433.75,1422.84,4.54,0,68fa7f63-b8b,ES164234143543,activa,277.63,248.14,43385.9,5797.79,5,2,9fad5456-ee3,activa,2022-10-29,1301,1000,1,1fdf4490-098,tarjeta,2026-02-18 09:26:20,0,0,0,1,344.91,PIN,2,8d800934-6e22-4c,1,ES,Norte,86.160.18.220,"41.3874,2.1686",ES442618460715,0
b7d1768d-306,persona,20,ES,Este,761,889.23,569.46,5.5,0,46a5d0ed-e2e,ES471419139668,activa,62.08,70.21,9043.37,5556.75,4,1,e4e844c7-f50,activa,2025-11-22,181,500,0,bfb18e03-6af,tarjeta,2026-05-01 07:56:09,0,0,55340,2,98.62,PIN,3,9b153a28-96b6-49,1,ES,Este,86.79.226.233,"37.3891,-5.9845",ES194937323691,0
85cf7bba-562,empresa,72,ES,Oeste,2947,147.98,27.12,2.5,0,f49282ee-837,ES655661480111,activa,12095.59,12192.78,11952.63,2636.3,1,3,deb72e65-ea3,activa,2025-12-05,168,2000,1,b3e4acec-344,tarjeta,2026-04-07 10:44:56,0,0,34956,2,168.7,contactless,1,dc51e2d4-c059-44,1,DE,Hamburgo,87.198.78.77,"48.1351,11.5820",ES752237452333,1
9430c4dd-8fd,premium,43,ES,Centro,3547,1311.9,736.82,2.14,0,0f642023-fde,ES626103516779,cerrada,1639.61,1793.12,1051.55,209.81,4,4,63dde362-ee7,activa,2024-05-23,729,500,1,40f9e0d8-085,tarjeta,2026-03-29 02:16:22,1,1,934791,1,215.49,PIN,2,4f090ecb-3eae-4e,1,ES,Centro,86.14.65.57,"41.3874,2.1686",ES834845693460,0
1282ebfd-278,autónomo,26,PT,Lisboa,266,560.39,236.61,10.55,1,4a8c3482-f46,ES632455795250,activa,5101.37,3658.08,3173.14,499.52,3,2,062cdde0-158,caducada,2026-03-03,80,1000,0,fca546ac-857,tarjeta,2026-02-22 04:53:01,1,1,85776,2,729.66,PIN,2,6399b89e-7302-4f,1,PT,Lisboa,85.153.245.210,"41.1579,-8.6291",ES817878392763,0
56acd897-a64,empresa,44,GB,Escocia,1294,337.06,278.61,3.19,0,f64b3cdf-769,ES333693891516,activa,577.31,456.28,24352.22,828.21,2,5,ebf9aa31-cae,caducada,2023-10-28,937,500,0,8b93e12e-973,transferencia,2026-02-17 04:38:56,1,0,65244,2,151.56,3DS,3,840c1011-16d4-46,1,GB,Escocia,81.195.59.75,"55.9533,-3.1883",ES453688744286,0
3946226a-cea,persona,65,ES,Centro,2004,5610.1,10.34,2.71,0,fce0940e-540,ES438992647983,activa,1590.14,1542.35,2418.6,7221.48,2,4,1f17a42d-651,activa,2024-03-07,806,1000,1,712bf6a0-985,tarjeta,2026-03-23 00:57:05,1,0,79393,0,190.61,contactless,1,3e7de0a5-6c70-4b,1,ES,Centro,86.225.158.31,"37.3891,-5.9845",ES449407227254,1
28e75756-181,empresa,57,ES,Centro,2030,1387.77,1294.28,8.09,0,7679282c-e5c,ES199556577036,activa,1666.47,1627.91,106.78,318.6,2,2,73c9ea5d-0ec,activa,2024-08-09,651,2000,0,bba3e9ac-d3c,tarjeta,2026-01-12 07:42:42,0,0,0,2,123.03,PIN,2,208f8b44-e145-45,1,ES,Centro,86.220.73.78,"40.4168,-3.7038",ES593045934697,0
ac09a921-bbd,autónomo,43,BR,Minas Gerais,2154,1013.44,186.4,4.91,0,047425ff-b59,ES931612837720,activa,1024.43,1113.79,1005.76,188594.54,4,3,37e89dd7-133,activa,2024-01-22,851,500,0,49053669-bf7,tarjeta,2026-03-16 09:47:22,0,0,12753,3,4.0,3DS,2,620d77ab-547f-4e,1,BR,Minas Gerais,177.146.105.227,"-22.9068,-43.1729",ES525455826686,0
67aedc34-d35,persona,38,IT,Lombardía,3331,760.25,101.51,2.65,0,0dd1666d-6db,ES738909996051,activa,275.21,224.51,1590.73,13903.28,3,2,1e4f5c6c-4ab,caducada,2023-06-15,1072,1000,0,541d09a3-fda,tarjeta,2026-03-28 19:07:42,0,1,54059,3,80.13,PIN,2,d76dfbfd-0c86-4d,1,IT,Lombardía,95.111.73.94,"40.8518,14.2681",ES199015115357,0
fd6dea7a-4ac,persona,18,ES,Sur,2470,1299.9,1453.55,6.5,0,ea4d2e53-e9a,ES868216662837,cerrada,580.33,687.09,2125.53,3110.59,2,2,0dfa6bed-725,activa,2026-03-20,63,1000,0,83438f5e-821,transferencia,2025-11-22 03:39:06,1,1,85077,3,3757.74,3DS,3,c90879a4-b3f2-47,1,ES,Sur,86.109.113.26,"37.3891,-5.9845",ES326030277352,0
ac5e5401-884,persona,22,ES,Sur,1047,603.66,1416.3,1.27,0,0d46b964-d78,ES385807525718,activa,5427.83,5416.92,1712.31,13538.2,2,3,eb41108a-25a,robada,2024-10-04,595,1000,0,397f6234-c45,tarjeta,2026-01-23 23:50:15,1,0,131485,0,48.55,huella,1,d5657d4d-7e3f-41,1,ES,Sur,86.173.250.33,"39.4699,-0.3763",ES394378545827,0
cd2031cf-47f,persona,70,ES,Este,3625,696.12,312.31,2.16,0,475ccba3-a5c,ES177528938873,activa,157.47,194.75,1077.72,780.97,4,1,1dcd5c80-23e,bloqueada,2024-03-17,796,1000,0,c055a6d1-e3e,tarjeta,2025-11-29 12:56:19,0,1,0,1,61.84,contactless,3,50e06ccf-9874-45,0,ES,Este,86.74.223.67,"41.3874,2.1686",ES358079121248,0
72e86ba3-9b1,persona,66,FR,Bretaña,2878,666.29,645.69,5.27,0,7812965a-74b,ES235165448278,activa,1115.46,827.98,11660.25,16143.09,4,4,62808823-555,activa,2025-08-17,278,1000,0,0775c6d3-df1,transferencia,2026-03-28 10:35:01,0,1,83139,1,1004.1,3DS,2,4b11ca75-1ad2-40,1,FR,Bretaña,90.135.100.12,"45.7640,4.8357",ES755211987491,0
967ce4d7-6b4,persona,27,FR,Provence,1573,42.4,241.67,2.54,0,ae5d3ee3-073,ES949150729281,activa,82.78,74.18,207.34,23873.29,2,4,8d48d90a-f30,extraviada,2025-06-17,339,1000,0,d30d94c4-678,tarjeta,2026-03-21 21:01:38,0,1,60378,0,19.84,contactless,2,71371a11-83f8-49,1,FR,Provence,90.171.79.74,"43.2965,5.3698",ES233566272980,0
e51534da-58f,persona,61,ES,Sur,187,1334.65,56.79,0.97,0,f8c8a527-af7,ES688504287016,activa,720.88,876.38,447.98,3436.4,2,0,2b5a0935-ee4,caducada,2024-01-28,845,5000,0,fa9e1842-92e,tarjeta,2026-02-17 00:12:19,1,0,32656,6,142.24,huella,2,b35ee31c-f1fe-45,1,ES,Sur,86.178.139.9,"41.3874,2.1686",ES428654714622,0
dac2b28d-096,empresa,54,ES,Centro,2379,375.57,1756.42,2.91,0,cf3b396c-191,ES442769567322,bloqueada,423.41,394.74,959.65,4920.89,4,3,c8967032-e6c,activa,2023-02-12,1195,1000,1,15160449-c2f,tarjeta,2026-01-23 02:48:45,1,0,29732,3,247.13,3DS,2,e7eb7087-13aa-4a,1,ES,Centro,86.55.107.124,"41.3874,2.1686",ES294684387740,1
296aa3ca-b30,persona,29,US,Nueva York,3636,78.32,183.2,1.81,0,b15a3fe0-a07,ES411620360217,activa,1736.32,1529.98,11910.93,1011.5,6,2,503012c9-77c,activa,2024-03-22,791,2000,0,12acf53c-811,tarjeta,2026-04-12 01:50:41,1,1,37111,1,26.05,PIN,1,72a237b7-9367-4a,1,US,Nueva York,73.63.237.47,"40.7128,-74.0060",ES879774439435,0
fd1c558b-728,autónomo,54,ES,Este,881,258.81,297.06,2.27,0,ef719ade-30f,ES392859491946,activa,1207.65,901.84,198.78,10924.73,0,3,fc5c415f-31b,activa,2024-07-10,681,500,0,6cf14b1d-c89,tarjeta,2026-04-12 14:46:26,0,1,66840,3,94.11,3DS,2,14ef5b25-4dcf-43,1,ES,Centro,86.59.65.153,"40.4168,-3.7038",ES905768198347,1
280c4ae5-ab1,persona,38,ES,Centro,1141,104.2,244.26,2.14,1,4e081259-d23,ES519272191515,activa,969.88,1123.44,1580.54,3452.94,3,2,fb2009d3-c1d,activa,2024-09-06,623,1000,0,712ca389-1c3,transferencia,2026-05-16 02:57:23,1,1,2917913,0,54.99,PIN,2,bbfb3787-d1a6-44,1,ES,Centro,86.56.225.53,"40.4168,-3.7038",ES139754176459,0
e9766c62-056,persona,37,ES,Sur,675,566.61,36.78,1.13,0,1e5b66d3-068,ES541736933736,activa,4471.24,4823.12,270.69,22481.43,1,3,4e5f342d-b6f,activa,2022-07-21,1401,1000,1,dd9b5738-bc1,tarjeta,2026-04-24 19:02:31,0,0,80276,2,182.56,PIN,3,64d6f96b-2b8d-4f,1,ES,Este,86.155.89.86,"39.4699,-0.3763",ES129116795852,1
2bd0853d-4d2,persona,25,ES,Centro,789,590.62,276.55,2.12,0,9534217c-7c7,ES455430158996,activa,620.35,483.76,12079.65,8768.99,5,0,d102c4f2-35d,activa,2024-10-20,579,2000,0,99ea3b7a-12c,tarjeta,2026-03-11 13:04:03,0,0,15172,1,418.82,PIN,2,5a303324-fc6a-4b,1,ES,Centro,86.175.217.241,"40.4168,-3.7038",ES875389140064,0
81dfe227-a90,persona,61,ES,Oeste,66,174.16,119.9,4.0,0,2d4642d7-fbe,ES784430634922,activa,406.27,341.74,14220.47,5912.45,3,2,6611ecaa-a48,activa,2022-09-01,1359,1000,0,77cae94c-4df,tarjeta,2025-12-16 03:16:21,1,0,24081,1,65.96,PIN,2,3e507aa8-66fe-46,1,ES,Oeste,86.45.91.11,"39.4699,-0.3763",ES197137593931,0
672217b0-123,premium,24,GB,Gales,1471,128.63,164.18,1.48,0,8aff3f6b-629,ES323930944574,activa,160.94,178.78,2668.26,10762.04,4,2,b56ed4e3-bbd,activa,2024-08-03,657,3000,0,a84b5672-3e7,tarjeta,2026-01-01 01:38:16,1,0,0,3,112.14,huella,3,26f400cc-a87e-4b,1,GB,Gales,81.210.9.87,"53.4808,-2.2426",ES907497582118,0
a2fd965e-cf9,persona,62,ES,Oeste,904,284.61,132.03,4.2,0,747d8a39-678,ES267870588032,activa,1280.37,1022.58,1488.73,986.0,3,2,7b3e070d-222,activa,2024-12-10,528,2000,0,57ab92c1-fba,tarjeta,2026-05-07 15:46:04,0,0,29691,2,498.99,3DS,3,228d3832-545d-4e,1,ES,Oeste,86.112.0.6,"40.4168,-3.7038",ES972252144160,0
86339969-0e7,autónomo,45,FR,Bretaña,677,47.63,2627.15,10.69,0,8cf2770c-e16,ES299243201948,activa,11680.84,9930.12,2957.84,1094.94,2,2,0177deb0-ce9,activa,2024-07-24,667,2000,0,a132b1f7-ac1,tarjeta,2025-11-30 11:28:21,0,1,75654,6,1.45,contactless,2,37478b38-8a5b-42,1,FR,Bretaña,90.209.20.107,"43.2965,5.3698",ES735546725072,1
92ff5cc6-c39,persona,76,FR,Provence,2511,2123.5,20.81,3.18,0,0690a8d6-ed1,ES286973680217,activa,61.69,78.09,273.9,22097.3,1,1,577ba44a-8c9,activa,2025-12-05,168,1000,1,2b016f70-9ba,tarjeta,2026-04-25 16:07:40,0,1,10801245,1,1204.61,3DS,1,8fd78e0e-e76a-4a,1,FR,Provence,90.131.148.35,"45.7640,4.8357",ES953479651550,0
30336ec8-cb2,persona,52,ES,Sur,3644,1356.97,80.99,0.83,0,91a1235b-c55,ES471931104717,activa,15933.72,13031.64,23298.31,13516.36,1,2,85d90988-1c3,caducada,2023-11-30,904,500,0,f2dc13e5-cc7,tarjeta,2026-03-26 00:11:43,1,0,2283435,1,26.63,PIN,2,726bdb4e-234b-4c,1,ES,Norte,86.160.102.180,"37.3891,-5.9845",ES841768631214,0
e4d5f901-7b0,empresa,72,ES,Oeste,3374,365.67,535.66,7.26,0,3390173a-d51,ES565101585225,activa,24.32,20.06,89.35,1680.33,2,0,d55a9205-d14,activa,2024-11-06,562,2000,0,d00d84ef-9bc,tarjeta,2026-01-14 23:15:29,1,0,31372,5,19.29,3DS,3,c08bf5cb-e796-40,1,ES,Oeste,86.76.142.233,"40.4168,-3.7038",ES568427243763,0
cca0d06c-2fa,autónomo,68,ES,Este,2102,388.1,711.47,2.45,0,80349c9e-0da,ES758106192856,activa,2546.95,2135.41,703.75,561.35,2,2,78b23bca-e97,extraviada,2023-12-21,883,2000,0,4957748f-cce,transferencia,2026-01-22 18:40:56,0,0,60014,1,33.17,3DS,2,9d8ac25c-eb1d-4e,1,ES,Oeste,86.132.102.119,"41.3874,2.1686",ES169688178271,0
8140582e-faf,autónomo,39,PT,Oporto,3243,376.71,294.74,0.54,0,3c3c5dcc-4b2,ES573111471481,activa,4072.45,3756.84,1509.51,3226.08,3,3,08aeffec-8c3,activa,2023-07-17,1040,3000,0,87160751-cfa,tarjeta,2026-04-25 00:13:53,1,1,415868,1,5615.1,3DS,2,37e228d9-0262-40,1,DE,Berlín,87.236.55.22,"53.5511,9.9937",ES386220116234,0
3c969fb8-e0f,autónomo,53,BR,Río,631,212.04,667.14,0.86,0,96846cb8-6c4,ES447217904378,activa,1342.92,1394.76,756.96,14585.62,3,3,184767aa-e01,activa,2024-06-15,706,3000,0,24273ba8-b6f,tarjeta,2025-12-01 19:24:32,0,0,14459,3,502.72,huella,3,40a59e9d-ebf5-4b,1,BR,Río,177.232.60.132,"-22.9068,-43.1729",ES547562261046,1
c36c230c-711,persona,78,ES,Este,3132,654.04,96.44,0.96,1,2faed783-bdf,ES475441993194,activa,203.39,202.61,2777.41,5377.99,2,3,c674559b-98c,caducada,2022-09-05,1355,3000,0,f7c012d9-29d,tarjeta,2026-04-14 10:57:22,0,0,6696,2,107.33,3DS,1,ed594b9c-2666-45,1,ES,Este,86.53.239.237,"37.3891,-5.9845",ES386438967614,0
607b93fc-a39,persona,70,BR,Minas Gerais,60,68.16,61.4,5.93,0,e29dccf2-b3b,ES951673470190,activa,407.65,385.1,2360.41,1764.61,4,3,ea3cde5e-6ea,robada,2023-03-06,1173,2000,0,5fdfcfee-4e1,tarjeta,2025-12-04 18:11:42,0,0,502182,2,151.85,PIN,3,2c2b9c6f-ac7c-43,0,BR,Minas Gerais,177.209.44.213,"-19.9167,-43.9345",ES365404484431,0
72303011-051,premium,40,ES,Este,1377,725.62,296.25,2.35,0,5081d84f-91c,ES275680559577,activa,1822.86,2078.57,1178.71,833.3,2,2,def9bfa3-7dc,activa,2021-08-09,1747,2000,0,e96effa7-08e,tarjeta,2026-03-07 06:31:47,0,1,3497578,3,1354.05,3DS,3,ad9c3aa2-d3d3-4b,1,ES,Este,86.98.59.216,"41.3874,2.1686",ES458096897036,0
7c40a8c5-4df,persona,25,IT,Lombardía,1075,1089.71,2335.8,1.48,0,4b7e8402-c30,ES829733445662,activa,131.68,111.98,1220.47,1167.89,2,2,46c06937-256,activa,2023-02-23,1184,500,1,a2ea3a54-f83,tarjeta,2026-03-17 23:28:44,1,0,55909,2,143.19,PIN,2,3211e5f5-03af-43,1,IT,Lombardía,95.202.220.52,"45.4642,9.1900",ES209923635511,0
c3a735fb-89c,persona,43,ES,Norte,951,477.41,605.49,4.33,0,f3e98ca2-f46,ES289018158031,activa,1972.05,1888.88,730.6,992.45,2,1,255fef7f-7a1,activa,2022-06-09,1443,3000,1,4aa4eb36-24d,tarjeta,2026-02-03 02:00:27,1,0,11441,3,53.78,firma,2,c920fdea-c128-47,1,GB,Escocia,81.230.4.80,"55.9533,-3.1883",ES284888907727,0
deffce5a-4d4,persona,64,FR,Provence,2792,263.79,8.85,1.54,0,166995a4-444,ES183716530227,activa,250.9,312.95,470.81,4786.76,4,2,71b23f9b-afb,bloqueada,2026-04-10,42,1000,0,6f78972d-20c,transferencia,2025-12-08 23:54:57,1,0,76835,2,1045.07,PIN,2,97097103-cd37-45,1,FR,Normandía,90.65.10.118,"48.8566,2.3522",ES588456872732,0
6eae1581-aab,persona,39,ES,Norte,796,478.58,196.11,1.72,1,404fe5fc-1ff,ES533171989752,activa,106.21,127.2,3154.8,11556.87,6,1,125eedb4-4a7,activa,2025-08-20,275,2000,0,5c886101-69b,transferencia,2026-02-06 11:24:44,0,0,3781768,1,9.65,3DS,1,157f646e-6aa3-4d,0,ES,Sur,86.70.44.231,"37.3891,-5.9845",ES379142626411,0
8fb495d4-c11,empresa,84,GB,Escocia,2872,24.88,639.94,1.96,0,2a67493b-d22,ES554447889772,activa,240.02,293.4,55075.11,8189.24,2,2,6a38ea65-3a2,activa,2024-01-16,857,2000,0,346e2353-f92,tarjeta,2026-01-09 13:44:48,0,0,82955,0,30.99,PIN,2,7d302295-afca-4d,1,GB,Inglaterra,81.170.74.96,"53.4808,-2.2426",ES921620823151,0
cccae48d-e97,persona,34,PT,Algarve,2151,1448.69,309.43,4.44,0,9d29eccb-517,ES797762905878,activa,12747.23,11246.17,8723.67,1053.47,2,3,8750d839-524,activa,2026-01-29,113,1000,0,69352492-82a,tarjeta,2025-12-25 14:11:14,0,0,5853,3,80.7,huella,3,6f8e8d3a-3f44-47,1,PT,Algarve,85.67.85.225,"41.1579,-8.6291",ES695662288869,0
e2e74b70-9ce,persona,77,FR,Bretaña,445,1157.93,366.72,3.94,0,7a1ee301-d21,ES923837810128,activa,409.02,387.34,52811.79,2425.12,6,1,5a337feb-ff6,activa,2022-06-30,1422,1000,0,53ffec36-587,tarjeta,2026-01-06 15:27:05,0,0,44291,0,231.56,firma,3,ffbbd9ff-f4c3-48,1,FR,Bretaña,90.73.24.10,"48.8566,2.3522",ES961839599130,0
788afc57-e6c,persona,47,FR,Bretaña,1956,855.64,144.16,5.42,1,ea2c4c86-9f0,ES211292572651,activa,2186.77,2765.6,271.64,5862.62,3,3,2affc071-e07,extraviada,2021-11-03,1661,1000,0,4ffa118d-41e,tarjeta,2026-04-19 17:08:47,0,1,11994906,1,154.9,3DS,2,e426608f-6187-40,1,FR,Bretaña,90.145.54.88,"43.2965,5.3698",ES695662288869,0
df55eb28-dce,persona,66,ES,Sur,132,828.94,553.22,2.28,0,d090d96d-85e,ES182484437664,suspendida,2545.82,2472.15,7969.44,3071.88,5,3,01faf406-f78,activa,2025-12-22,151,500,0,df7ce773-df2,transferencia,2026-05-08 02:11:29,1,0,934092,3,27.44,huella,2,f4f3567d-882c-42,1,ES,Norte,86.140.215.105,"41.3874,2.1686",ES789797598373,0
78672168-199,persona,80,ES,Centro,2070,68.18,240.62,2.85,0,e9352407-deb,ES742181672834,activa,4220.48,4384.33,6770.8,120.85,6,0,6dd96931-040,activa,2023-01-21,1217,5000,0,8623fb59-aa7,tarjeta,2026-02-06 11:41:10,0,0,8168,3,24.5,3DS,3,6edb655f-5218-46,1,ES,Centro,86.29.193.181,"41.3874,2.1686",ES386145965419,0
538f508f-b0b,persona,81,ES,Norte,1907,808.6,1134.45,1.16,0,7277bcd9-b90,ES589626724825,activa,638.6,617.35,163.75,12753.41,4,2,ae61aa4e-7a7,activa,2024-07-16,675,500,2,233e54a2-086,tarjeta,2025-12-08 08:14:40,0,0,0,2,25.33,firma,2,85855ee1-0c0b-4c,0,DE,Baviera,87.214.253.104,"53.5511,9.9937",ES201620924370,0
168fcb78-60d,persona,37,ES,Centro,2279,62.01,638.73,3.89,0,62e7897a-854,ES472851995566,bloqueada,1617.74,1724.93,4329.77,4436.45,2,3,f82d13e1-518,activa,2025-11-11,192,2000,0,ee87f7c8-c48,tarjeta,2025-11-25 00:11:23,1,0,81279,0,199.75,3DS,3,ebd66f48-6e4e-4c,1,ES,Centro,86.121.154.206,"41.3874,2.1686",ES593726292617,0
d12446e5-270,premium,26,ES,Norte,1583,549.32,27.52,4.21,1,c4043c13-708,ES676214875864,activa,54.7,50.46,5215.59,4462.78,2,1,021f3586-82b,activa,2023-01-03,1235,2000,0,59e3840a-f9f,tarjeta,2026-05-05 12:48:59,0,0,1422268,3,4.01,firma,2,3649bd41-16ff-4b,1,ES,Norte,86.48.198.28,"40.4168,-3.7038",ES343692564316,0
a65addc0-374,empresa,30,FR,Normandía,2431,441.91,742.66,0.64,1,9ea83364-7bf,ES671768676453,activa,1094.48,1100.66,710.25,1131.85,1,1,f403b6b7-b60,activa,2022-08-31,1360,1000,0,e2d35030-fca,transferencia,2025-12-31 10:59:06,0,0,42977,3,18.92,3DS,3,9ccf4837-3b2a-4a,1,ES,Sur,86.51.41.116,"41.3874,2.1686",ES519166504673,1
89912891-59a,autónomo,55,GB,Escocia,1457,1155.08,20.02,13.76,0,89802947-129,ES389188731962,activa,1402.1,1749.15,14391.26,23754.71,4,3,f955cf26-464,activa,2021-08-30,1726,5000,0,d6a9b458-03c,tarjeta,2025-12-22 15:57:20,0,0,31042,2,110.29,3DS,2,3682ac35-d22a-41,1,GB,Escocia,81.130.56.41,"51.5074,-0.1278",ES428654714622,0
502adbdb-b0b,persona,39,FR,Bretaña,2852,298.75,513.57,3.3,0,d6e02e59-e43,ES526099100371,suspendida,1394.13,1665.28,9636.35,4505.92,5,1,faeda9a1-457,activa,2022-07-16,1406,1000,0,d50180c2-3a3,tarjeta,2026-02-04 11:09:06,0,0,22798,3,47.83,3DS,2,237ff5ba-b699-43,1,ES,Este,86.80.217.64,"41.3874,2.1686",ES678088133521,0
007a8cca-2c0,autónomo,49,ES,Sur,3044,1079.02,802.14,1.85,0,8d5938c2-266,ES756869780750,activa,8289.38,9314.78,9816.29,3579.13,3,2,b94691eb-095,activa,2022-12-29,1240,1000,1,f4cf3ebb-4e7,tarjeta,2026-04-21 09:17:43,0,0,38962,2,43.05,PIN,1,ab65315c-e3e6-45,1,ES,Sur,86.47.138.37,"40.4168,-3.7038",ES577566771913,0
9430c4dd-8fd,premium,43,ES,Centro,3547,1311.9,736.82,2.14,0,86e84830-b63,ES895976606754,cerrada,1309.71,1664.72,12115.65,626.52,1,2,c39edd6b-592,activa,2023-03-04,1175,3000,1,f728fc59-d9d,transferencia,2026-02-07 03:53:57,1,1,21228,1,870.39,3DS,1,9edef087-f1be-44,1,ES,Centro,86.47.106.42,"37.3891,-5.9845",ES299929983382,0
f93d90a1-64e,autónomo,32,ES,Este,2306,165.24,200.83,1.09,2,51ffaae5-9b8,ES963587456259,activa,960.38,1116.52,1759.25,20257.14,4,4,246b24cd-5ca,bloqueada,2023-07-14,1043,3000,0,5f566eb8-938,tarjeta,2026-01-15 08:29:39,0,0,0,1,20.88,3DS,2,445fc12c-1432-4c,1,ES,Este,86.253.48.204,"41.3874,2.1686",ES141447916172,0
3571e604-999,empresa,75,PT,Oporto,374,232.29,39.96,1.3,1,1ada9730-80c,ES278020462724,activa,4273.8,4752.19,8921.39,1352.18,7,3,8ed38d78-216,activa,2025-12-23,150,1000,0,c9e60d09-883,tarjeta,2026-03-26 16:37:06,0,0,13451,2,35.73,PIN,2,8c800bfd-edf5-40,0,PT,Oporto,85.189.68.80,"38.7223,-9.1393",ES773936215989,0
ae5e2e4c-48a,persona,83,ES,Centro,930,434.15,719.5,1.87,0,efc31373-aaa,ES231003756217,bloqueada,9487.3,10375.13,7235.63,6081.42,2,1,6219677d-6de,activa,2023-06-04,1083,1000,1,358cc6cf-c8b,tarjeta,2026-04-16 03:46:26,1,0,42029,0,6.29,huella,2,8b5271f0-6031-4e,1,ES,Centro,86.132.254.250,"37.3891,-5.9845",ES944903843144,0
43db15b7-05a,persona,38,ES,Sur,2502,1064.94,295.48,5.42,1,85207f71-a0b,ES948552924694,activa,55.48,51.56,545.15,12399.59,5,1,988cd490-630,activa,2025-03-30,418,1000,1,a6357be7-875,tarjeta,2026-03-28 00:45:27,1,1,5029183,1,530.8,PIN,1,d162efca-725d-44,1,ES,Norte,86.59.196.161,"40.4168,-3.7038",ES713617342793,0
67347c1d-54a,empresa,22,DE,Hesse,1843,137.2,130.85,0.64,0,ea03fd6c-fd2,ES773536352598,activa,162.5,175.31,8627.04,9285.63,5,0,247df1fd-880,activa,2021-09-20,1705,2000,2,918fb69e-7cc,transferencia,2025-12-20 22:54:59,0,1,67276,3,49.64,PIN,1,25041040-5126-48,1,DE,Baviera,87.246.155.148,"52.5200,13.4050",ES227506416550,1
cc920d6b-2ee,persona,44,GB,Gales,3035,342.71,128.72,4.59,4,cfbd70e7-a6a,ES515874361347,activa,1448.68,1132.29,3059.16,44435.16,4,1,0b879689-071,activa,2022-09-29,1331,2000,0,1099dfc8-84c,tarjeta,2025-12-14 10:38:34,0,1,0,2,165.33,firma,1,bdaccf9b-afad-4a,1,GB,Gales,81.152.62.155,"51.5074,-0.1278",ES476492889989,0
