id_cliente,tipo_cliente,edad_cliente,customer_country,customer_region,tenure,importe_medio_mensual,desviacion_estandar_mensual,media_transacciones_al_dia,numero_fraudes_ultimo_ano,id_cuenta,cuenta_origen,estado_cuenta,saldo_actual,saldo_medio_30_dias,volumen_entrante_30_dias,volumen_saliente_30_dias,numero_transferencias_recibidas_7_dias,numero_transferencias_enviadas_7_dias,id_tarjeta,estado_tarjeta,fecha_creacion_tarjeta,antiguedad_tarjeta_dias,limite_importe_transacciones,veces_superar_limite_7_dias,id_transaccion,tipo_transaccion,fecha_hora,is_night,is_weekend,tiempo_desde_ultima_transaccion,numero_transacciones_ultima_hora,importe_transaccion,metodo_autenticacion,numero_pin_disponibles,identificador_dispositivo_fingerprint,dispositivo_reconocido,operacion_pais,operacion_region,direccion_ip_origen,geolocalizacion,cuenta_destino,destino_alto_riesgo,dataset_origen,hour,day_of_week,is_weekday,fraudes_prev_capped,txn_vs_limit_pct,txn_vs_balance_pct,txn_vs_monthly_avg_pct,balance_vs_avg_pct,outflow_inflow_ratio,net_flow_30d,limite_breach_rate,txn_intensity,balance_utilization,txn_severity,tenure_years,cross_border,cross_region,same_country_device,importe_transaccion_log,saldo_actual_log,volumen_saliente_log,volumen_entrante_log,tiempo_ultima_log,txn_por_minuto,burst_rapido,alta_velocidad,monto_velocidad,tiempo_ultima_bin,foreign_unknown_device,night_velocity,high_ratio_redondeado,tipo_cliente_freq,tipo_cliente_target,customer_country_freq,customer_country_target,customer_region_freq,customer_region_target,tipo_transaccion_freq,tipo_transaccion_target,metodo_autenticacion_freq,metodo_autenticacion_target,operacion_pais_freq,operacion_pais_target,operacion_region_freq,operacion_region_target,probabilidad_fraude,prediccion_fraude,impacto_fraude
b762b753-b4c,persona,66,BR,São Paulo,99,489.93,1042.47,1.45,0,9d39134b-32f,ES447294521925,activa,3346.33,2596.08,5798.43,747.27,5,4,d831fab4-a17,activa,2022-07-15,1407,2000,0,97600bae-344,tarjeta,2026-02-21 07:30:29,0,1,9007,2,10.85,PIN,2,33f35e32-d569-40,1,BR,São Paulo,177.172.125.91,"-19.9167,-43.9345",ES119766467232,0,v1,7,5,0,0,0.005425,0.003242358045978729,0.022146020860122875,1.288993405442051,0.12887454017725486,5051.16,0.0,0.00022202486678507994,0.12979751012449378,21.7,0.27123287671232876,0,0,1,2.47232786758114,8.115918292108478,6.617763875410008,8.665514915843053,9.105868350379472,0.013234807543840299,0,0,21.7,4,0,False,0,5438,0.1526296432511953,514,0.1517509727626459,162,0.14814814814814814,6980,0.135243553008596,3775,0.09960264900662252,644,0.2453416149068323,212,0.25943396226415094,0.002,0,0
feed759e-75b,empresa,44,IT,Lombardía,764,973.53,848.44,4.8,0,5b655301-ee7,ES109543726494,activa,1399.46,1031.09,2925.39,1099.59,0,1,11f1a668-e27,activa,2026-05-20,2,5000,0,4816a8a2-9e0,tarjeta,2026-02-11 23:03:16,1,0,0,2,1765.98,PIN,1,7367aff0-44fd-48,1,IT,Lombardía,95.148.4.100,"41.9028,12.4964",ES589247229020,0,v1,23,2,1,0,0.353196,1.2619010189644577,1.8139964870111862,1.3572627025768849,0.3758780880497985,1825.8,0.0,2.0,0.020621387572248552,3531.96,2.0931506849315067,0,0,1,7.477027153636512,7.244556033064151,7.003601678631265,7.981524860462911,0.0,2.0,0,1,3531.96,0,0,True,0,1834,0.14285714285714285,703,0.1891891891891892,144,0.16666666666666666,6980,0.135243553008596,3775,0.09960264900662252,788,0.2398477157360406,184,0.23369565217391305,0.0085,0,0
06c7d3e7-99c,empresa,31,FR,Normandía,2341,701.79,106.59,1.26,1,5dfebd02-15b,ES787982532317,activa,392.89,347.71,1503.76,1593.16,2,6,9bbf8b30-7a9,activa,2022-11-23,1276,3000,0,180ca355-f13,transferencia,2025-12-31 18:03:08,0,0,24540,2,61.51,PIN,2,4620d85a-80e4-48,1,FR,Normandía,90.205.143.20,"43.2965,5.3698",ES306178570129,0,v1,18,2,1,1,0.020503333333333332,0.15655781516454986,0.08764730189942861,1.1299358660953094,1.0594509762196096,-89.40000000000009,0.0,8.149627154557679e-05,0.011589947001766607,123.02,6.413698630136986,0,0,1,4.135326543943721,5.976071682500501,7.374102230724329,7.316388696027994,10.108100467230903,0.004878048780487805,0,0,123.02,4,0,False,0,1834,0.14285714285714285,1646,0.15188335358444716,382,0.17539267015706805,3020,0.18543046357615894,3775,0.09960264900662252,1581,0.12966476913345984,361,0.14681440443213298,0.0082,0,0
98783a11-808,autónomo,52,DE,Berlín,3414,277.41,42.97,0.51,1,5be3ef5d-254,ES325577376994,activa,205.93,192.17,101726.22,5101.51,6,0,6061a1dd-6e7,caducada,2022-05-21,1462,3000,1,832a0a68-f01,transferencia,2026-01-27 11:12:32,0,0,0,3,507.85,contactless,1,edd7ef8c-4680-44,1,DE,Berlín,87.206.183.200,"52.5200,13.4050",ES555430982420,0,v1,11,1,1,1,0.16928333333333334,2.4661292672267274,1.8306838253848094,1.071603267939845,0.0501494108401944,96624.71,0.14285714285714285,3.0,0.006405453151561614,1523.5500000000002,9.353424657534246,0,0,1,6.2321532776379405,5.332380571823737,8.537487854505695,11.53005019617563,0.0,3.0,0,1,1523.5500000000002,0,0,False,0,1547,0.1577246283128636,1157,0.14088159031979255,319,0.15047021943573669,3020,0.18543046357615894,484,0.08057851239669421,1179,0.15521628498727735,288,0.14930555555555555,0.0092,0,0
730f9098-9dc,persona,76,ES,Centro,3523,1624.31,197.13,0.91,0,bc6cc601-15e,ES621947116089,activa,1130.03,1380.37,651.9,7633.79,2,1,97df7f8d-779,activa,2025-03-14,434,500,0,a294adf9-262,transferencia,2026-04-24 12:36:10,0,0,74271,0,146.82,PIN,2,1c5b8dec-72c4-4f,1,ES,Centro,86.157.231.244,"41.3874,2.1686",ES659579947234,0,v1,12,4,1,0,0.29364,0.12992575418351726,0.09038914985439972,0.8186428276476597,11.710062893081762,-6981.89,0.0,0.0,0.2760187962407518,0.0,9.652054794520549,0,0,1,4.995995317356741,7.0308840009632725,8.940470712362874,6.481423978192588,11.215489309074163,0.0,0,0,0.0,4,0,False,0,5438,0.1526296432511953,4489,0.14591222989529962,814,0.16339066339066338,3020,0.18543046357615894,3775,0.09960264900662252,3877,0.07712148568480784,712,0.07443820224719101,0.006,0,0
e32c369d-113,empresa,56,DE,Hamburgo,1315,650.85,371.88,3.56,0,571ec1bf-3dd,ES766297919654,activa,164.16,207.14,5878.09,33816.93,3,2,10a3cac5-bdc,activa,2023-02-04,1203,2000,0,18062a5f-1cc,tarjeta,2025-12-05 21:51:57,0,0,0,3,52.51,PIN,2,d297f48d-60e5-46,1,BR,São Paulo,177.99.45.140,"-19.9167,-43.9345",ES973327198270,0,v1,21,4,1,0,0.026255,0.31987085769980506,0.08067911193055236,0.7925074828618326,5.753047333402517,-27938.84,0.0,3.0,0.010356482175891205,157.53,3.6027397260273974,1,1,0,3.979868552323213,5.10691470101789,10.42874641419263,8.679157267011052,0.0,3.0,0,1,157.53,0,0,False,0,1834,0.14285714285714285,1157,0.14088159031979255,295,0.15593220338983052,6980,0.135243553008596,3775,0.09960264900662252,644,0.2453416149068323,212,0.25943396226415094,0.2048,0,0
72303011-051,premium,40,ES,Este,1377,725.62,296.25,2.35,0,5081d84f-91c,ES275680559577,activa,1822.86,2078.57,1178.71,833.3,2,2,6181dd07-382,activa,2022-02-28,1544,1000,1,fac88ba8-bdb,transferencia,2026-03-27 12:58:42,0,0,44823,5,197.44,PIN,1,1dd1956f-5d76-41,1,ES,Este,86.22.137.54,"41.3874,2.1686",ES663566636545,1,v1,12,4,1,0,0.19744,0.10831330985374632,0.27209834348557094,0.876977922321596,0.7069593029668026,345.4100000000001,0.14285714285714285,0.00011154738532928788,0.2078362163783622,987.2,3.7726027397260276,0,0,1,5.290486787432848,7.508710413302543,6.726593049908029,7.073023924543242,10.71049898924512,0.006684045184145445,0,1,987.2,4,0,False,0,1181,0.14225232853513972,4489,0.14591222989529962,1035,0.13429951690821257,3020,0.18543046357615894,3775,0.09960264900662252,3877,0.07712148568480784,860,0.06976744186046512,0.0114,0,0
9c70309e-65d,autónomo,47,FR,Provence,3348,196.75,1178.84,4.54,0,12c06107-822,ES776785244712,activa,698.47,889.77,1977.6,668.1,2,2,8a6a4014-66e,robada,2021-11-22,1642,3000,1,e4af964f-ffa,transferencia,2026-04-29 23:29:55,1,0,70290,4,84.38,PIN,3,e5b4181e-fe1a-40,1,FR,Provence,90.150.131.160,"48.8566,2.3522",ES708204178485,0,v1,23,2,1,0,0.028126666666666664,0.12080690652426015,0.4288691232528589,0.7850006181372715,0.3378337378640777,1309.5,0.14285714285714285,5.690628956765446e-05,0.029658011399620012,337.52,9.172602739726027,0,0,1,4.447111881329816,6.550322905408845,6.505933525788771,7.590144802889122,11.160399046843542,0.003411513859275053,0,1,337.52,4,0,True,0,1547,0.1577246283128636,1646,0.15188335358444716,372,0.1478494623655914,3020,0.18543046357615894,3775,0.09960264900662252,1581,0.12966476913345984,359,0.13370473537604458,0.0039,0,0
f6195c71-97b,persona,60,DE,Berlín,89,249.4,13.62,1.94,0,fe32cbec-20e,ES227468901569,activa,1411.05,1025.02,9189.82,32806.54,2,1,8db4adfa-6d1,activa,2021-10-19,1676,3000,0,d40deecf-dbc,transferencia,2026-01-18 15:18:21,0,1,69458,1,125.83,PIN,2,bd71f8ad-98fc-47,1,DE,Berlín,87.86.13.9,"53.5511,9.9937",ES463945986722,0,v1,15,6,0,0,0.04194333333333333,0.08917472803940328,0.5045308740978348,1.3766072857114984,3.5698784089351046,-23616.72,0.0,1.4396982392490535e-05,0.03416619446018466,125.83,0.24383561643835616,0,0,1,4.842847607079338,7.252797828191113,10.398413646003105,9.125960438790313,11.148491929419308,0.0008630858194999855,0,0,125.83,4,0,False,0,5438,0.1526296432511953,1157,0.14088159031979255,319,0.15047021943573669,3020,0.18543046357615894,3775,0.09960264900662252,1179,0.15521628498727735,288,0.14930555555555555,0.0066,0,0
61788c1e-c68,empresa,56,ES,Este,1333,810.16,323.18,3.77,0,97409980-1eb,ES573640590768,activa,669.1,692.79,2165.77,2029.34,2,3,a9444e00-77c,extraviada,2024-11-21,547,2000,0,ef5acf84-e9e,tarjeta,2026-02-27 00:23:15,1,0,17583,0,27.06,PIN,2,b8c10d4c-edea-40,1,ES,Este,86.79.157.221,"40.4168,-3.7038",ES779863744660,0,v1,0,4,1,0,0.013529999999999999,0.04044238529367807,0.03340080971659919,0.965804933673985,0.9370062379661737,136.43000000000006,0.0,0.0,0.03463776811159442,0.0,3.652054794520548,0,0,1,3.3343450746743146,6.507426954979125,7.615958545696066,7.680992858386069,9.774744676643403,0.0,0,0,0.0,4,0,False,0,1834,0.14285714285714285,4489,0.14591222989529962,1035,0.13429951690821257,6980,0.135243553008596,3775,0.09960264900662252,3877,0.07712148568480784,860,0.06976744186046512,0.0031,0,0
1406144c-37f,persona,65,PT,Lisboa,395,1301.99,52.81,4.29,0,017914f8-28e,ES872923750693,activa,686.84,578.68,1280.09,280.76,3,1,a678b9e0-cb8,activa,2023-11-09,925,500,0,065ad622-08a,tarjeta,2026-04-26 04:05:56,1,1,1860655,0,142.01,3DS,2,787c5a99-e770-40,1,PT,Lisboa,85.156.69.50,"41.1579,-8.6291",ES377976116169,0,v1,4,6,0,0,0.28402,0.20675848814862266,0.1090714982449942,1.1869081357572409,0.21932832847690398,999.3299999999999,0.0,0.0,0.11571285742851428,0.0,1.082191780821918,0,0,1,4.962914557884844,6.533556252747972,5.641055644747896,7.155466557040025,14.436439671681573,0.0,0,0,0.0,5,0,False,0,5438,0.1526296432511953,443,0.14672686230248308,125,0.136,6980,0.135243553008596,3097,0.1798514691637068,603,0.24543946932006633,196,0.23469387755102042,0.0043,0,0
d07eea03-6b2,persona,73,FR,Normandía,400,154.13,500.25,3.51,1,4724cad0-812,ES312591895334,activa,280.64,334.12,1416.14,3198.4,1,2,7243027e-fee,activa,2024-05-28,724,500,0,a5949539-aa3,tarjeta,2026-01-18 06:16:27,0,1,33297,2,612.55,3DS,2,c2c0e4af-8d9c-41,1,FR,Normandía,90.31.33.189,"43.2965,5.3698",ES332240533885,0,v1,6,6,0,1,1.2250999999999999,2.182689566704675,3.974242522545903,0.8399377469172752,2.2585337607863627,-1782.26,0.0,6.006366748753679e-05,0.06681063787242551,1225.1,1.095890410958904,0,0,1,6.419261760422557,5.640629659650933,8.070718571207495,7.256396035092541,10.413252614104797,0.0035974458134724343,0,0,1225.1,4,0,False,0,5438,0.1526296432511953,1646,0.15188335358444716,382,0.17539267015706805,6980,0.135243553008596,3097,0.1798514691637068,1581,0.12966476913345984,361,0.14681440443213298,0.0405,0,0
c04b6773-7bc,autónomo,45,ES,Norte,3491,225.69,560.42,0.69,2,6a4ed224-1bd,ES632521426966,activa,1259.03,1052.72,2060.47,2903.37,3,7,8d613372-e33,activa,2025-02-04,472,1000,0,5339ec80-bcd,transferencia,2026-02-13 02:06:21,1,0,0,2,118.37,3DS,1,bdc3b88d-eb85-48,1,ES,Norte,86.151.141.99,"39.4699,-0.3763",ES449407227254,1,v1,2,4,1,2,0.11837,0.09401682247444462,0.5244804820771856,1.195978037844821,1.4090814231704418,-842.9000000000001,0.0,2.0,0.10526147385261474,236.74,9.564383561643835,0,0,1,4.782227913106947,7.138890809185891,7.973971778296982,7.631174599530758,0.0,2.0,0,1,236.74,0,0,True,0,1547,0.1577246283128636,4489,0.14591222989529962,984,0.16361788617886178,3020,0.18543046357615894,3097,0.1798514691637068,3877,0.07712148568480784,826,0.0774818401937046,0.0646,0,0
c70660d1-a38,empresa,33,ES,Centro,3266,191.32,1052.0,2.95,1,2abb1fd8-91e,ES759079181830,cerrada,1998.74,1920.06,2503.69,3772.11,2,2,48aea021-d37,activa,2022-02-01,1571,2000,0,1c4da421-5c7,tarjeta,2026-03-29 20:31:45,0,1,58090,4,421.27,huella,2,bde84340-a382-46,1,ES,Centro,86.117.79.73,"39.4699,-0.3763",ES891938358567,0,v1,20,6,0,1,0.210635,0.21076778370373334,2.20191302529793,1.040977886107726,1.506620228542671,-1268.42,0.0,6.88574822261624e-05,0.0959982000899955,1685.08,8.947945205479453,0,0,1,6.045644919871123,7.60077245109135,8.235654874058277,7.825920253365983,10.969766025505304,0.00412725709372313,0,1,1685.08,4,0,False,0,1834,0.14285714285714285,4489,0.14591222989529962,814,0.16339066339066338,6980,0.135243553008596,976,0.10450819672131148,3877,0.07712148568480784,712,0.07443820224719101,0.006,0,0
856a8c60-7bd,premium,27,PT,Algarve,261,434.94,334.14,9.22,0,75b98fd3-bf8,ES781350620277,activa,4013.14,4026.61,3704.46,2643.16,2,0,529d66c4-94b,extraviada,2023-12-01,903,1000,0,a8eea2d6-1b3,tarjeta,2026-03-05 20:56:06,0,0,19096,1,6.56,firma,2,6e530f5d-f2e4-46,1,PT,Algarve,85.29.49.23,"38.7223,-9.1393",ES126212334963,0,v1,20,3,1,0,0.00656,0.001634630239662708,0.015082540120476386,0.9966547542473693,0.7135075017681389,1061.3000000000002,0.0,5.236424569304079e-05,0.4026207379262074,6.56,0.7150684931506849,0,0,1,2.0228711901914416,8.297578406675317,7.880108713512819,8.21756268656861,9.857286533635413,0.003132177907705158,0,0,6.56,4,0,False,0,1181,0.14225232853513972,443,0.14672686230248308,186,0.14516129032258066,6980,0.135243553008596,1668,0.2577937649880096,603,0.24543946932006633,223,0.2600896860986547,0.0052,0,0
90623e10-e62,persona,33,IT,Campania,2000,693.99,426.57,1.8,0,89e021a7-509,ES691238478650,activa,197.9,163.68,4986.28,6044.83,2,2,082c2e79-3d8,activa,2023-02-18,1189,2000,0,2959867d-a8a,tarjeta,2026-01-20 20:55:39,0,0,48181,1,74.64,PIN,1,e097348c-ecb6-4a,0,IT,Campania,95.239.195.253,"41.9028,12.4964",ES942418776562,0,v1,20,1,1,0,0.03732,0.37716018191005557,0.10755198201703195,1.2090664711632453,1.2122925307042525,-1058.5500000000002,0.0,2.07546386617409e-05,0.008183590820458978,74.64,5.47945205479452,0,0,0,4.325985243790257,5.292802185859927,8.70712405718028,8.514645949949543,10.78274078630772,0.0012437553118716444,0,0,74.64,4,0,False,0,5438,0.1526296432511953,703,0.1891891891891892,185,0.1891891891891892,6980,0.135243553008596,3775,0.09960264900662252,788,0.2398477157360406,210,0.23809523809523808,0.0532,0,0
2e98b0db-016,premium,18,ES,Oeste,2900,570.41,393.32,0.74,0,03b77fc2-9c1,ES759938596125,activa,1007.06,1057.97,6285.45,9447.05,1,2,623ae263-41f,activa,2021-10-09,1686,1000,1,0ec9b3c8-b1d,transferencia,2025-12-29 21:01:23,0,0,8848,0,9.64,3DS,2,ea4c78ef-77b6-49,1,ES,Oeste,86.182.21.56,"39.4699,-0.3763",ES493055831051,0,v1,21,0,1,0,0.009640000000000001,0.009572418723809904,0.01690012447187111,0.9518795428981918,1.5030029671702105,-3161.5999999999995,0.14285714285714285,0.0,0.10578642135786422,0.0,7.945205479452055,0,0,1,2.3646204839134985,6.915782970669366,9.153563649988513,8.746151802450346,9.08805973726735,0.0,0,0,0.0,4,0,False,0,1181,0.14225232853513972,4489,0.14591222989529962,863,0.13441483198146004,3020,0.18543046357615894,3097,0.1798514691637068,3877,0.07712148568480784,785,0.07770700636942675,0.0084,0,0
f725b383-8fa,autónomo,78,FR,Bretaña,2102,930.08,273.09,10.95,0,207d0b16-d2c,ES207216326568,activa,122.38,142.54,13887.65,3084.41,2,1,33ae75c2-dd4,activa,2024-09-26,603,500,0,ba73bdac-35f,tarjeta,2026-02-09 11:26:28,0,0,3184216,2,349.59,firma,1,3ca098e9-9087-44,1,FR,Bretaña,90.177.48.120,"45.7640,4.8357",ES519166504673,1,v1,11,0,1,0,0.6991799999999999,2.8565942147409706,0.3758708928264235,0.858566016556756,0.2220973310819325,10803.24,0.0,6.28097896594359e-07,0.02850229954009198,699.18,5.758904109589041,0,0,1,5.859617449547558,4.815269023781492,8.034439828643437,9.538827238800296,14.973716976890413,3.768517553126676e-05,0,0,699.18,5,0,False,0,1547,0.1577246283128636,1646,0.15188335358444716,456,0.14035087719298245,6980,0.135243553008596,1668,0.2577937649880096,1581,0.12966476913345984,435,0.1310344827586207,0.0343,0,0
36c6eaa9-08d,autónomo,26,ES,Este,716,264.59,228.39,1.99,1,293e9982-830,ES197230966154,activa,1096.04,884.68,31032.96,1313.86,3,1,a9665b98-157,activa,2021-09-10,1715,2000,1,fda278a5-1f5,tarjeta,2026-02-07 03:27:19,1,1,27825,2,8.18,PIN,0,a4cd871a-9d2b-44,1,ES,Norte,86.250.164.118,"41.3874,2.1686",ES855079512522,0,v1,3,5,0,1,0.00409,0.007463231268931791,0.030915756453380704,1.2389112447438622,0.042337566252139656,29719.1,0.14285714285714285,7.18752246100769e-05,0.04423178841057947,16.36,1.9616438356164383,0,1,1,2.217027204632399,7.000370922691599,7.181485475065857,10.34283736773366,10.233726114401822,0.004303388918773534,0,0,16.36,4,0,False,0,1547,0.1577246283128636,4489,0.14591222989529962,1035,0.13429951690821257,6980,0.135243553008596,3775,0.09960264900662252,3877,0.07712148568480784,826,0.0774818401937046,0.0489,0,0
f3d6edfd-1b0,persona,69,PT,Algarve,2608,98.21,201.15,0.88,0,016b8ff1-cc0,ES665977682388,activa,179.65,229.2,14845.81,17475.51,3,2,56856125-385,activa,2026-03-03,80,500,0,5410939b-fbf,tarjeta,2026-01-08 19:34:32,0,0,33739,3,42.64,PIN,2,646940ac-7722-49,1,PT,Algarve,85.129.131.161,"38.7223,-9.1393",ES134271392217,0,v1,19,3,1,0,0.08528,0.2373504035624826,0.43417167294572856,0.7838132635253054,1.1771341543506215,-2629.699999999999,0.0,8.891523414344991e-05,0.04583083383323335,127.92,7.145205479452055,0,0,1,3.77597416096487,5.196561457593649,9.768612972524892,9.605540306340023,10.426439356099959,0.005325601349152342,0,0,127.92,4,0,False,0,5438,0.1526296432511953,443,0.14672686230248308,186,0.14516129032258066,6980,0.135243553008596,3775,0.09960264900662252,603,0.24543946932006633,223,0.2600896860986547,0.0048,0,0
7b6f1812-8d2,premium,20,ES,Norte,2322,433.75,1422.84,4.54,0,68fa7f63-b8b,ES164234143543,activa,277.63,248.14,43385.9,5797.79,5,2,9fad5456-ee3,activa,2022-10-29,1301,1000,1,8c9b4513-220,transferencia,2026-03-22 09:08:22,0,1,53706,3,1642.59,PIN,2,22a26716-c0e9-43,1,ES,Norte,86.131.35.241,"37.3891,-5.9845",ES731219849972,0,v1,9,6,0,0,1.64259,5.916471562871448,3.786951008645533,1.1188442008543564,0.13363304668106457,37588.11,0.14285714285714285,5.5858640400692646e-05,0.024811518848115187,4927.7699999999995,6.361643835616438,0,0,1,7.404638152785343,5.629884736811954,8.665404554080533,10.67791283120666,10.89129862581914,0.0033478406427854034,0,0,4927.7699999999995,4,0,False,0,1181,0.14225232853513972,4489,0.14591222989529962,984,0.16361788617886178,3020,0.18543046357615894,3775,0.09960264900662252,3877,0.07712148568480784,826,0.0774818401937046,0.0132,0,0
2e26d5cd-414,persona,71,DE,Hesse,3613,4697.5,380.6,4.77,0,eca4eac1-a06,ES895893416148,activa,6645.2,6789.59,2886.97,206.12,4,3,5566d8a3-10d,activa,2024-08-03,657,2000,0,fff68173-090,tarjeta,2026-03-01 02:23:29,1,1,0,1,330.24,PIN,2,05208281-6027-4b,1,DE,Hesse,87.2.244.145,"52.5200,13.4050",ES379142626411,0,v1,2,6,0,0,0.16512000000000002,0.04969602118822609,0.0703012240553486,0.9787336201449571,0.07139665462405222,2680.85,0.0,1.0,0.3394625268736563,330.24,9.898630136986302,0,0,1,5.802843188165499,8.801800541750943,5.333298335443282,7.968309112147129,0.0,1.0,0,1,330.24,0,0,True,0,5438,0.1526296432511953,1157,0.14088159031979255,281,0.14590747330960854,6980,0.135243553008596,3775,0.09960264900662252,1179,0.15521628498727735,287,0.17073170731707318,0.0044,0,0
68f1d7dc-1e7,persona,84,ES,Oeste,441,738.47,359.39,1.59,0,8e5e383e-6b5,ES369896764093,cerrada,1416.86,1509.0,79830.07,138960.73,6,2,374f82f5-344,activa,2022-01-25,1578,2000,0,f36aa181-458,tarjeta,2026-02-17 00:47:43,1,0,47794,2,106.69,3DS,2,5ebc38bd-ef6b-4d,1,ES,Este,86.234.67.70,"40.4168,-3.7038",ES907497582118,0,v1,0,1,1,0,0.053345,0.075300311957427,0.1444743862309911,0.9389396951623591,1.7407066034139766,-59130.66,0.0,4.184538131603724e-05,0.07544622768861557,213.38,1.2082191780821918,0,1,1,4.679256729340789,7.256903971611398,11.841953850463282,11.28766805603242,10.774676310497863,0.002507627366573327,0,0,213.38,4,0,False,0,5438,0.1526296432511953,4489,0.14591222989529962,863,0.13441483198146004,6980,0.135243553008596,3097,0.1798514691637068,3877,0.07712148568480784,860,0.06976744186046512,0.0133,0,0
72303011-051,premium,40,ES,Este,1377,725.62,296.25,2.35,0,5081d84f-91c,ES275680559577,activa,1822.86,2078.57,1178.71,833.3,2,2,6181dd07-382,activa,2022-02-28,1544,1000,1,66401e11-f6b,tarjeta,2026-03-31 10:17:40,0,0,335938,3,43.99,3DS,2,03b6f115-811c-41,1,ES,Este,86.36.217.183,"41.3874,2.1686",ES904272325731,0,v1,10,1,1,0,0.04399,0.024132407315975997,0.060624018081089276,0.876977922321596,0.7069593029668026,345.4100000000001,0.14285714285714285,8.930192683790807e-06,0.2078362163783622,131.97,3.7726027397260276,0,0,1,3.806440242853081,7.508710413302543,6.726593049908029,7.073023924543242,12.72468487484453,0.0005357174745087769,0,0,131.97,5,0,False,0,1181,0.14225232853513972,4489,0.14591222989529962,1035,0.13429951690821257,6980,0.135243553008596,3097,0.1798514691637068,3877,0.07712148568480784,860,0.06976744186046512,0.0068,0,0
7b92e2c5-44a,persona,58,ES,Centro,846,390.0,114.94,4.51,1,bf545dfb-4ee,ES742733394877,activa,4822.62,5419.18,3811.31,206.91,0,1,87f97e68-a4c,activa,2024-02-16,826,1000,0,a647c0a8-d63,tarjeta,2026-04-18 06:29:43,0,1,79578,0,4.55,huella,3,39b7d50f-80ef-4f,1,ES,Sur,86.79.22.39,"40.4168,-3.7038",ES555430982420,0,v1,6,5,0,1,0.00455,0.000943470561644915,0.011666666666666665,0.8899169247007849,0.05428842051683017,3604.4,0.0,0.0,0.5418638136186381,0.0,2.317808219178082,0,1,1,1.713797927758343,8.481279962501628,5.337105293755297,8.245990583608235,11.284505517930617,0.0,0,0,0.0,4,0,False,0,5438,0.1526296432511953,4489,0.14591222989529962,814,0.16339066339066338,6980,0.135243553008596,976,0.10450819672131148,3877,0.07712148568480784,694,0.08789625360230548,0.0016,0,0
67743663-cbc,autónomo,39,ES,Oeste,524,721.01,488.39,3.25,0,51786799-58e,ES799551445237,suspendida,6865.53,8022.1,923.41,781.82,2,1,e4d3c68c-51d,activa,2022-05-10,1473,5000,1,473a4b59-ec7,transferencia,2026-03-07 08:25:23,0,1,49752,2,58.64,3DS,2,2c59c958-ded2-42,1,ES,Oeste,86.67.243.185,"41.3874,2.1686",ES384986223929,0,v1,8,5,0,0,0.011728,0.008541219687336593,0.08133035602834912,0.855827027835604,0.8466661612934667,141.58999999999992,0.14285714285714285,4.019858099009105e-05,0.16043879122417554,117.28,1.4356164383561645,0,0,1,4.088326489896538,8.834414162998875,6.662902784505712,6.829155696169494,10.814826042276215,0.002409058058299205,0,0,117.28,4,0,False,0,1547,0.1577246283128636,4489,0.14591222989529962,863,0.13441483198146004,3020,0.18543046357615894,3097,0.1798514691637068,3877,0.07712148568480784,785,0.07770700636942675,0.0095,0,0
cef5ce0d-f29,persona,21,ES,Centro,1978,224.92,4.35,8.37,1,e2c7f628-bf0,ES462778353828,bloqueada,1018.84,803.21,3880.07,2385.31,3,0,a4c25d1b-016,robada,2022-04-09,1504,500,0,d38e982e-2cf,tarjeta,2025-12-26 02:15:28,1,0,60777,0,555.6,PIN,2,136ec1fc-74a5-43,1,ES,Centro,86.205.150.66,"40.4168,-3.7038",ES867929362496,1,v1,2,4,1,1,1.1112,0.5453260570845275,2.4702116308020634,1.2684603030340758,0.614759527534297,1494.7600000000002,0.0,0.0,0.16060987802439514,0.0,5.419178082191781,0,0,1,6.3218468490917905,6.927401031228972,7.77750351877833,8.263866167794758,11.014983160368345,0.0,0,0,0.0,4,0,False,0,5438,0.1526296432511953,4489,0.14591222989529962,814,0.16339066339066338,6980,0.135243553008596,3775,0.09960264900662252,3877,0.07712148568480784,712,0.07443820224719101,0.0963,0,0
bbef9d26-995,empresa,43,FR,Île-de-France,2851,273.63,53.77,0.73,1,cff53c05-54b,ES131641579382,bloqueada,1891.23,1657.74,5694.1,408.86,2,6,625c6849-101,activa,2025-11-27,176,2000,0,07bd658e-4b5,transferencia,2026-05-11 01:52:21,1,0,9366549,4,125.47,PIN,1,df47a670-0e02-47,1,DE,Hamburgo,87.0.238.170,"48.1351,11.5820",ES911635487752,0,v1,1,0,1,1,0.062735,0.06634306773898468,0.45853890289807403,1.1408483839444064,0.07180414815335172,5285.240000000001,0.0,4.2705158249302037e-07,0.08288285585720714,501.88,7.810958904109589,1,1,0,4.840005125891885,7.545511306705491,6.015815637971813,8.647361434989632,16.05265539004228,2.5622933550444993e-05,0,1,501.88,5,0,True,0,1834,0.14285714285714285,1646,0.15188335358444716,436,0.14678899082568808,3020,0.18543046357615894,3775,0.09960264900662252,1179,0.15521628498727735,322,0.17080745341614906,0.1025,0,0
