id_cliente,tipo_cliente,edad_cliente,customer_country,customer_region,tenure,importe_medio_mensual,desviacion_estandar_mensual,media_transacciones_al_dia,numero_fraudes_ultimo_ano,id_cuenta,cuenta_origen,estado_cuenta,saldo_actual,saldo_medio_30_dias,volumen_entrante_30_dias,volumen_saliente_30_dias,numero_transferencias_recibidas_7_dias,numero_transferencias_enviadas_7_dias,id_tarjeta,estado_tarjeta,fecha_creacion_tarjeta,antiguedad_tarjeta_dias,limite_importe_transacciones,veces_superar_limite_7_dias,id_transaccion,tipo_transaccion,fecha_hora,is_night,is_weekend,tiempo_desde_ultima_transaccion,numero_transacciones_ultima_hora,importe_transaccion,metodo_autenticacion,numero_pin_disponibles,identificador_dispositivo_fingerprint,dispositivo_reconocido,operacion_pais,operacion_region,direccion_ip_origen,geolocalizacion,cuenta_destino,destino_alto_riesgo
a944b30a-5ef,empresa,38,BR,Minas Gerais,1746,238.48,223.18,9.93,0,68430c21-f59,ES376672237856,activa,1352.44,1461.52,1939.94,4871.37,5,3,51dfce2f-b7d,activa,2026-05-11,15,3000.0,0,41caf460-1d0,transferencia,2026-02-10 11:44:33,0,0,33032,1,157.81,PIN,3,747f1a21-3f5e-4a,1,BR,Minas Gerais,86.164.101.24,"40.4168,-3.7038",ES127469422037,0
a40d7e4f-cef,empresa,31,GB,Escocia,674,121.19,339.49,2.05,0,d7fe2856-962,ES339931240169,activa,40901.55,47338.86,9671.19,234.1,1,2,25a610be-0e1,activa,2024-06-22,703,1000.0,0,eb4cd220-ab3,tarjeta,2026-01-06 12:30:36,0,0,20123,3,90.67,huella,2,37d8862a-191e-43,1,GB,Escocia,86.7.224.215,"40.4168,-3.7038",ES165063252434,0
10ff49b3-7cf,persona,76,PT,Algarve,488,483.07,320.66,0.68,0,650486c7-720,ES539707622318,activa,2845.79,2898.27,20700.64,22544.45,4,3,e654880c-487,extraviada,2022-07-28,1398,2000.0,1,1467b0d6-f6c,tarjeta,2026-03-03 20:57:57,0,0,19020,0,789.8,huella,2,c1023967-8b06-43,1,PT,Algarve,86.247.53.161,"40.4168,-3.7038",ES849682207256,0
fc76b343-fa0,persona,32,BR,São Paulo,1145,1535.7,569.12,0.74,0,ae7fe3b8-6ab,ES912932275712,activa,3874.97,3748.36,1180.32,5835.95,2,5,85b45c99-47a,activa,2025-08-05,294,2000.0,0,4f615acd-578,tarjeta,2025-12-12 14:04:11,0,0,55775,4,258.95,PIN,2,28696a9d-586a-45,1,DE,Hamburgo,86.83.87.242,"40.4168,-3.7038",ES911619188238,0
afa726f7-2cc,persona,26,IT,Lombardía,2121,208.73,401.47,5.4,0,7f96af1a-c48,ES943217596775,activa,7365.18,8727.48,839.6,873.82,2,3,52d6bb94-503,activa,2021-10-18,1681,2000.0,0,0e3752aa-b9a,tarjeta,2026-05-11 03:25:54,1,0,53551,3,44.44,contactless,1,ab03f46f-71a6-40,1,IT,Lombardía,86.168.220.68,"40.4168,-3.7038",ES763451162844,1
6cfa7f1c-efb,persona,68,FR,Île-de-France,2146,987.63,197.51,5.99,0,1d2306bb-405,ES807297881230,activa,790.82,944.16,563.42,3529.01,2,1,04531477-5c6,activa,2022-04-30,1487,1000.0,0,0f5ab968-029,tarjeta,2025-12-24 14:41:36,0,0,43914,0,648.54,PIN,2,67046897-e3cc-4c,1,FR,Île-de-France,86.248.187.54,"40.4168,-3.7038",ES464607407576,0
8b3edbac-234,empresa,57,ES,Centro,3388,1331.39,26.65,1.14,0,2bb87882-d7d,ES854109508245,activa,859.38,1039.04,223.92,1078.85,3,5,b2800358-592,activa,2022-10-04,1330,2000.0,0,6ed3bfb6-17e,transferencia,2026-04-27 17:45:31,0,0,12327,3,192.1,3DS,2,25b21b9e-5ca6-47,1,ES,Centro,86.80.232.127,"40.4168,-3.7038",ES404273553843,0
d4aaae50-28a,empresa,56,PT,Algarve,3269,113.16,1269.12,4.06,0,f096a5e9-625,ES904489168082,activa,2977.64,2683.94,5610.41,14578.61,4,3,0ac7bd75-29d,bloqueada,2024-12-26,516,500.0,0,108fdf6e-c9e,transferencia,2026-03-20 17:52:08,0,0,82942,1,605.67,firma,2,52793032-3538-48,0,PT,Algarve,86.12.239.64,"40.4168,-3.7038",ES235769579613,0
a6e52d59-56d,premium,60,IT,Lazio,3160,227.1,171.28,6.65,0,a1f1f887-d1e,ES665068427765,suspendida,300.62,363.87,3104.42,3473.06,1,1,6cd6bfe8-309,activa,2021-12-08,1630,500.0,0,f44b4f8b-3e9,tarjeta,2026-02-07 15:32:49,0,1,85054,1,27.8,PIN,2,48490664-1a36-4c,0,IT,Lazio,86.140.83.182,"40.4168,-3.7038",ES154168970866,0
63a2ec8e-ec3,persona,36,IT,Toscana,1845,1777.52,459.53,14.43,0,9dfcf824-078,ES667361669338,cerrada,2072.91,1579.29,2316.61,5336.13,3,1,3bc7bc2f-8d5,activa,2024-08-22,642,2000.0,0,1cce5e7f-4e2,tarjeta,2026-03-20 15:26:33,0,0,67084,2,157.29,3DS,2,3fd2c2bf-aea0-4f,1,IT,Toscana,86.157.52.34,"40.4168,-3.7038",ES116755730931,0
4f24a2d5-058,persona,44,IT,Lazio,72,1077.64,187.64,1.45,0,6d0c9eac-dab,ES118619364235,activa,11013.73,11755.56,341.46,25476.71,1,4,78b71a46-1a9,activa,2025-05-18,373,2000.0,0,9b31a948-d63,tarjeta,2026-03-07 16:15:10,0,1,50961,3,1837.56,PIN,2,c29f72e5-c8a1-48,1,IT,Lazio,86.120.40.170,"40.4168,-3.7038",ES159367628526,0
8587bfb1-26a,persona,56,IT,Lombardía,2804,223.42,1049.7,4.53,0,1504ac7e-f4c,ES575897925259,activa,384.56,409.19,807.73,1248.78,7,3,243ecb66-79a,activa,2023-07-15,1046,3000.0,0,16bfa03f-c9e,tarjeta,2026-03-12 08:37:15,0,0,85208,2,212.54,3DS,2,f396916c-f62c-43,1,IT,Lazio,86.251.106.37,"40.4168,-3.7038",ES981294648869,0
0aab5293-334,persona,80,PT,Oporto,2559,253.52,179.09,2.6,0,763e66f3-f0b,ES705970900388,activa,1024.42,1155.32,2855.31,2367.04,3,6,deeff7c6-c2d,caducada,2021-06-29,1792,1000.0,0,cb0f9f0e-017,tarjeta,2026-04-06 00:45:06,1,0,2621,4,49.02,huella,1,1f3a20f8-0975-45,1,PT,Lisboa,86.38.149.169,"40.4168,-3.7038",ES349468106072,1
f91fbd81-09f,empresa,84,GB,Escocia,2872,108.8,6.67,1.55,0,164aa598-31e,ES412647703854,activa,33.7,23.63,602.72,12883.79,2,0,2dde29ee-c45,activa,2022-05-15,1472,3000.0,0,4f6e8a07-de2,tarjeta,2026-04-06 07:24:07,0,0,47251,2,588.56,3DS,2,7acc48c1-f3f9-48,1,GB,Escocia,86.18.194.74,"40.4168,-3.7038",ES199306817887,0
3bcb76e2-dc1,autónomo,46,ES,Sur,1377,1364.13,499.05,2.78,0,3df5a189-975,ES866552592770,activa,763.68,600.03,669.33,7916.5,3,1,d374fe02-150,activa,2025-12-18,159,500.0,0,958e551d-858,transferencia,2026-04-19 17:44:44,0,1,14701,1,221.28,firma,3,bebb4914-dcf4-46,1,ES,Norte,86.14.130.139,"40.4168,-3.7038",ES884700489337,0
2956d059-58b,persona,35,ES,Este,383,46.04,113.75,0.71,0,04c820b0-09b,ES666991440666,cerrada,725.2,703.65,12222.63,4623.82,2,1,342503dd-782,activa,2023-08-31,999,2000.0,0,aafc036a-f91,tarjeta,2026-04-23 04:19:51,1,0,68872,4,150.2,PIN,1,da7c04b7-ab2f-47,1,ES,Este,86.200.249.58,"40.4168,-3.7038",ES136626873984,0
e63ba5e2-53f,autónomo,56,PT,Oporto,3571,659.65,484.42,4.57,0,ba34aa35-8fa,ES804163394215,activa,301.38,375.2,6715.08,25914.95,4,2,76ca3d68-dae,activa,2024-04-15,771,1000.0,0,eaf5791c-8b5,tarjeta,2025-12-16 14:16:19,0,0,84511,0,9.7,contactless,2,54b34fc4-15a5-4b,1,PT,Oporto,86.248.238.195,"40.4168,-3.7038",ES682629785919,0
a594a89b-a3a,empresa,18,US,Nueva York,2732,33.5,874.11,2.37,0,329c79d7-f30,ES168957404662,activa,4219.29,4923.13,432.9,1048.21,2,1,f34f60a4-0b7,activa,2023-11-22,916,500.0,1,7f8eebc1-436,transferencia,2026-02-17 08:33:15,0,0,44565,5,355.33,3DS,1,09fa7308-4cc1-41,1,US,Nueva York,86.19.139.43,"40.4168,-3.7038",ES143875419155,0
92b1ec56-685,autónomo,78,US,Nueva York,1474,358.95,69.68,0.57,0,5d360242-8a4,ES683964559463,activa,515.08,457.22,491.79,8415.43,0,3,87e78e02-a38,bloqueada,2022-09-28,1336,2000.0,0,9564313d-b44,tarjeta,2026-02-21 00:54:25,1,1,33370,1,426.44,huella,2,aa3b17fe-f163-4d,1,US,Nueva York,86.58.132.51,"40.4168,-3.7038",ES895804106770,0
239e8b45-067,persona,59,ES,Oeste,1944,488.33,350.59,9.44,0,c9621962-58c,ES638031471696,activa,568.83,636.11,14590.35,416.75,3,4,89209fe3-798,activa,2021-06-04,1817,2000.0,0,5320bad9-105,tarjeta,2026-04-14 03:35:39,1,0,5243,4,545.36,3DS,1,503d7319-88a2-4b,1,IT,Toscana,86.147.7.29,"40.4168,-3.7038",ES521206587549,0
2ce65ce9-339,persona,72,ES,Este,2566,685.49,575.14,1.91,0,ca7c1d46-64e,ES967231432782,cerrada,1099.04,789.13,4357.91,10203.81,3,1,98ec74f0-304,extraviada,2023-08-21,1009,3000.0,2,87125d5c-8ca,tarjeta,2026-03-02 03:18:06,1,0,45649,3,80.07,3DS,1,e7d1c6ca-242b-4a,1,ES,Este,86.137.38.28,"40.4168,-3.7038",ES207065209467,0
5ca5bc11-dd6,empresa,53,ES,Centro,3157,225.69,1142.56,5.0,0,1a86fcc0-ae3,ES408542301155,activa,526.75,412.07,1963.24,3927.47,2,1,c773fcfc-47e,activa,2022-12-01,1272,1000.0,1,ebf38835-d12,tarjeta,2026-03-03 12:22:10,0,0,46021,1,8429.99,PIN,1,522a128f-efd8-43,1,ES,Centro,86.31.136.40,"40.4168,-3.7038",ES659417177631,0
ef2be49a-f92,persona,80,ES,Oeste,3499,1493.49,62.22,5.32,0,64b351aa-3d3,ES256558118698,activa,7599.01,9437.81,39881.67,3332.3,6,0,2ebf9e5d-9f6,caducada,2022-04-20,1497,500.0,1,e9a98b29-2fd,transferencia,2026-05-12 23:18:43,1,0,14109,0,870.95,3DS,1,0b102785-f23c-45,1,ES,Centro,86.168.30.254,"40.4168,-3.7038",ES899597785581,0
465bdbba-62b,persona,39,FR,Bretaña,524,509.24,488.39,3.25,0,7fc73a60-b99,ES903979496824,activa,879.23,770.53,1340.78,3689.1,3,4,462c0ec6-395,activa,2023-12-08,900,3000.0,0,ea414b88-233,tarjeta,2026-05-07 08:51:53,0,0,31953,2,351.44,PIN,2,61d3b2d4-8ebb-49,1,FR,Bretaña,86.181.110.1,"40.4168,-3.7038",ES913828264764,0
e964b764-f8f,autónomo,26,PT,Algarve,2187,203.61,468.65,1.49,0,7cedeb4f-071,ES714303411371,activa,1797.7,1871.55,525.94,7396.99,5,2,6e98994a-f23,activa,2025-09-18,250,1000.0,0,fe1838c8-fc2,tarjeta,2026-03-23 04:24:29,1,0,1081,5,656.48,3DS,3,3c11d430-28a9-4f,1,PT,Algarve,86.98.237.104,"40.4168,-3.7038",ES308282287437,0
193a0aff-f21,autónomo,59,ES,Sur,2863,1402.56,899.61,8.72,0,d4f8d303-7b2,ES135005118385,activa,543.13,491.45,527.4,10652.14,1,0,154abba6-9c2,caducada,2023-02-01,1210,2000.0,0,2fb74dff-93f,tarjeta,2025-12-24 14:41:02,0,0,12422,2,126.74,huella,3,4cece7a7-06de-46,0,FR,Normandía,86.86.175.183,"40.4168,-3.7038",ES929002524714,1
5942d880-75c,persona,83,ES,Este,3449,1369.62,864.38,1.07,0,892b12aa-212,ES476884918561,activa,1697.17,1831.83,198.67,23405.16,1,1,9e3fee8a-1d5,activa,2024-07-29,666,500.0,1,b9dc25c8-103,transferencia,2026-04-21 23:57:33,1,0,55191,2,185.56,3DS,1,6b6a431c-80ff-46,1,ES,Norte,86.219.107.76,"40.4168,-3.7038",ES738409544061,1
a47f1776-f6b,autónomo,80,GB,Inglaterra,2940,178.51,853.91,12.83,0,0d873727-b81,ES402587800085,activa,62.7,52.1,820.1,3118.0,4,2,c9b63672-24f,activa,2022-10-08,1326,2000.0,0,8bea9b2b-d34,tarjeta,2026-03-09 16:05:23,0,0,65363,3,199.45,PIN,2,f059820e-4033-4b,1,GB,Inglaterra,86.150.216.162,"40.4168,-3.7038",ES475591158954,0
4e6b528b-da3,persona,37,ES,Este,1471,63.88,1316.25,6.09,0,1155b6f5-f4d,ES168566567044,activa,5631.46,5140.4,112.4,16576.73,4,0,d1c321c3-46b,activa,2025-11-27,180,1000.0,0,e8329f68-42a,tarjeta,2026-05-22 06:53:28,0,0,4857,2,2384.51,PIN,1,87259181-9705-43,0,ES,Este,86.158.200.231,"40.4168,-3.7038",ES232956802388,0
13da9559-f38,autónomo,74,ES,Este,2845,489.42,697.97,2.77,0,2048ffa7-092,ES695266854954,activa,365.2,257.41,45574.01,4365.06,3,2,a3bd11fc-660,caducada,2021-05-26,1826,2000.0,1,d4be4e86-100,transferencia,2026-03-21 05:41:07,1,1,40499,0,84.93,PIN,2,4033746f-ead6-46,1,ES,Este,86.233.2.137,"40.4168,-3.7038",ES136054180892,0
dafc7ff9-01d,empresa,35,DE,Baviera,2298,85.48,183.52,2.87,0,7d0ec31f-02e,ES393971301734,activa,2587.86,2936.03,595.12,20413.93,1,1,e2184e55-639,activa,2024-02-26,820,1000.0,2,e60e29e6-b99,tarjeta,2026-02-27 19:28:08,0,0,24846,0,284.53,huella,2,d7c52385-d1e1-49,1,DE,Baviera,86.238.47.42,"40.4168,-3.7038",ES903941669511,0
45fc887e-321,persona,19,FR,Provence,826,903.49,383.25,3.0,0,f7a409e9-e7c,ES555670814321,activa,473.62,377.95,5290.35,1043.16,1,0,a4362aa7-b6f,activa,2021-07-24,1767,500.0,0,e507f957-910,tarjeta,2025-12-16 15:44:33,0,0,86240,3,29.93,PIN,1,6cce387e-7ac8-4b,0,FR,Île-de-France,86.28.147.25,"40.4168,-3.7038",ES397543690183,0
a5588154-6a9,persona,39,ES,Sur,3012,587.88,205.89,5.37,0,037728bc-06a,ES522909736431,activa,6741.49,5980.69,10868.78,4967.95,3,0,09e8d1f5-98d,activa,2024-06-25,700,2000.0,0,7fab7e8d-ead,tarjeta,2026-05-14 13:32:31,0,0,78016,3,20.67,firma,2,a46c59f6-98a7-43,1,ES,Sur,86.143.15.46,"40.4168,-3.7038",ES776929779216,1
38920ef6-043,persona,18,ES,Este,886,3360.98,52.43,3.27,0,0b5c2b31-ad5,ES908392237174,activa,89.66,104.77,3788.84,5945.46,1,1,1851ee5f-0a1,robada,2024-01-05,872,500.0,0,65e473ba-986,tarjeta,2026-01-10 10:19:48,0,1,57027,1,1057.56,firma,3,f1323cf8-6d36-46,1,ES,Este,86.247.104.118,"40.4168,-3.7038",ES363229400958,0
3b0cc4c2-c3b,persona,39,ES,Norte,467,183.35,2889.67,1.11,0,b908370f-9de,ES987155654382,activa,1832.67,1297.91,2256.51,1839.85,0,3,c5d40e26-535,activa,2021-11-20,1648,2000.0,1,505470a6-ada,tarjeta,2026-01-10 16:56:39,0,1,69547,2,556.51,contactless,2,ed054c2e-cd6b-4f,1,ES,Norte,86.172.163.148,"40.4168,-3.7038",ES213172127930,1
13c60cad-5f9,persona,33,US,Florida,964,936.59,542.11,3.51,0,70ee6c39-571,ES798148876623,activa,767.27,595.22,3193.92,2630.45,4,1,8c2dbca2-400,activa,2026-03-22,65,2000.0,0,d42f675a-c50,tarjeta,2025-12-10 05:26:09,1,0,16739,4,1.24,PIN,2,3e6a2a2e-5f02-4d,1,US,Florida,86.95.74.167,"40.4168,-3.7038",ES715054193522,0
67bcfb85-3b8,persona,46,BR,Río,1753,38.27,323.57,1.65,0,876d99c9-bc9,ES758493510338,activa,606.72,557.46,10553.86,18209.89,2,3,d50d2e8b-d6f,activa,2022-02-15,1561,2000.0,1,2a09bd1a-68f,tarjeta,2026-04-16 01:20:16,1,0,56426,1,871.95,PIN,2,ea3609e7-7b83-48,1,BR,Río,86.37.97.171,"40.4168,-3.7038",ES626162503981,0
723698a7-1e9,persona,59,ES,Oeste,1600,6211.03,1886.82,2.86,0,f7dda8a4-bd8,ES602652654055,activa,384.15,481.9,17046.28,7633.11,3,3,8abf1832-4c6,bloqueada,2025-07-12,318,1000.0,0,7a3a061d-d7e,tarjeta,2026-05-02 09:20:43,0,1,35345,1,196.32,huella,2,cdee692e-d625-43,1,ES,Oeste,86.46.180.64,"40.4168,-3.7038",ES233381461839,0
